20000	7053
25108.23451	6976
31521.172	6854
39572.04893	6598
49679.21422	6270
62367.86804	5885
78297.35282	5572
98295.4148	5253
123401.2163	4959
154919.3338	4685
194487.5482	4441
244161.9484	4216
306523.773	3986
384813.5387	3781
483099.4285	3492
606488.6871	3301
761393.009	2902
955861.7112	2859
999900	2845
