Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	67322.83				
0	54615.942				
0.001	-73589.456				
0.001	-58120.201				
0.002	-73684.166				
0.002	51900.929				
0.002	68790.83				
0.003	80408.557				
0.003	-17742.289				
0.004	-72894.919				
0.004	-70069.412				
0.004	-22730.334				
0.005	81671.353				
0.005	67101.84				
0.006	55578.824				
0.006	-73131.693				
0.006	-58135.986				
0.007	-74063.005				
0.007	50922.262				
0.008	69027.605				
0.008	80376.987				
0.008	-16368.998				
0.009	-73194.833				
0.009	-69785.283				
0.01	-24072.055				
0.01	81655.568				
0.01	66880.851				
0.011	56494.351				
0.011	-72752.854				
0.012	-58183.341				
0.012	-74426.059				
0.012	49817.315				
0.013	69359.089				
0.013	80329.632				
0.014	-15011.491				
0.014	-73463.177				
0.014	-69374.874				
0.015	-25429.561				
0.015	81639.783				
0.016	66707.216				
0.016	57425.663				
0.016	-72216.165				
0.017	-58230.696				
0.017	-74741.758				
0.018	48791.293				
0.018	69627.433				
0.018	80298.062				
0.019	-13606.631				
0.019	-73826.231				
0.02	-69074.96				
0.02	-26645.003				
0.02	81529.288				
0.021	66470.442				
0.021	58309.621				
0.022	-71742.617				
0.022	-58293.836				
0.022	-75010.102				
0.023	47844.196				
0.023	69879.992				
0.024	80171.782				
0.024	-12549.039				
0.024	-74063.005				
0.025	-68775.045				
0.025	-27655.24				
0.026	81545.073				
0.026	66375.732				
0.026	58988.374				
0.027	-71332.208				
0.027	-58356.976				
0.028	-75294.232				
0.028	46897.099				
0.028	70085.197				
0.029	80092.858				
0.029	-11270.457				
0.03	-74378.704				
0.03	-68475.131				
0.03	-28744.402				
0.031	81466.149				
0.031	66170.528				
0.032	59951.256				
0.032	-70779.735				
0.032	-58467.47				
0.033	-75641.501				
0.033	45650.088				
0.034	70369.326				
0.034	79982.363				
0.034	-9770.887				
0.035	-74773.328				
0.035	-68096.292				
0.036	-30117.693				
0.036	81355.654				
0.036	65981.109				
0.037	60740.504				
0.037	-70132.552				
0.038	-58530.61				
0.038	-75830.92				
0.038	44639.85				
0.039	70700.81				
0.039	79777.159				
0.04	-8650.155				
0.04	-74946.963				
0.04	-67875.303				
0.041	-31159.5				
0.041	81229.374				
0.042	65870.614				
0.042	61498.182				
0.042	-69659.003				
0.043	-58609.535				
