Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	64970.871				
0	64102.699				
0.001	63187.172				
0.001	61924.375				
0.002	60708.934				
0.002	59761.837				
0.002	59035.729				
0.003	57630.868				
0.003	56794.265				
0.004	55705.103				
0.004	55168.415				
0.004	53400.5				
0.005	53400.5				
0.005	51206.391				
0.006	53384.715				
0.006	37852.32				
0.006	-74804.898				
0.007	-86517.334				
0.007	-83423.483				
0.008	-82997.289				
0.008	-80566.406				
0.008	-79603.524				
0.009	-78435.437				
0.009	-77235.781				
0.01	-75341.586				
0.01	-74347.134				
0.01	-73463.177				
0.011	-71995.176				
0.011	-70448.251				
0.012	-69501.153				
0.012	-68664.551				
0.012	-67022.916				
0.013	-65902.184				
0.013	-64923.517				
0.014	-64181.624				
0.014	-62366.354				
0.014	-61908.59				
0.015	-60393.235				
0.015	-60456.375				
0.016	-57757.147				
0.016	-58577.965				
0.016	-55657.749				
0.017	-57441.448				
0.017	-52516.543				
0.018	-56983.685				
0.018	-48586.089				
0.018	-60740.504				
0.019	-7482.068				
0.019	90289.938				
0.02	79398.32				
0.02	85238.753				
0.02	78845.846				
0.021	80534.836				
0.021	76793.802				
0.022	77835.609				
0.022	74583.909				
0.022	74331.349				
0.023	72389.8				
0.023	72153.026				
0.024	69895.777				
0.024	69011.82				
0.024	67875.303				
0.025	67086.055				
0.025	65255.001				
0.026	64513.108				
0.026	63360.806				
0.026	62539.989				
0.027	60677.364				
0.027	60361.665				
0.028	58862.094				
0.028	58625.32				
0.028	56162.867				
0.029	56952.115				
0.029	54205.533				
0.03	55578.824				
0.03	51111.682				
0.03	55042.135				
0.031	47686.347				
0.031	56478.566				
0.032	-43487.549				
0.032	-93431.144				
0.032	-79824.513				
0.033	-86091.14				
0.033	-79240.47				
0.034	-81387.224				
0.034	-77661.975				
0.034	-78545.932				
0.035	-75199.522				
0.035	-75199.522				
0.036	-73321.112				
0.036	-72800.209				
0.036	-70527.175				
0.037	-69990.487				
0.037	-68838.185				
0.038	-67622.744				
0.038	-66123.173				
0.038	-65270.786				
0.039	-64465.753				
0.039	-63108.247				
0.04	-61877.02				
0.04	-61024.633				
0.04	-60282.74				
0.041	-58798.954				
0.041	-57978.137				
0.042	-56920.545				
0.042	-56336.502				
0.042	-54663.296				
0.043	-54584.372				
0.043	-52548.113				
0.044	-54521.232				
0.044	-39446.601				
0.044	72768.639				
0.045	85443.957				
0.045	82160.687				
0.046	81829.203				
0.046	79272.04				
0.046	78372.298				
0.047	77141.071				
0.047	76004.554				
0.048	74031.435				
0.048	73115.908				
0.048	72137.241				
0.049	70685.025				
0.049	69138.099				
0.05	68285.712				
0.05	67370.185				
0.05	65728.549				
0.051	64639.387				
0.051	63613.365				
0.052	62997.752				
0.052	61040.418				
0.052	60708.934				
0.053	59004.159				
0.053	59193.578				
0.054	56289.147				
0.054	57441.448				
0.054	54205.533				
0.055	56399.641				
0.055	50859.122				
0.056	55957.663				
0.056	46691.895				
0.056	60519.514				
0.057	-4767.056				
0.057	-93952.047				
0.058	-79682.449				
0.058	-86911.958				
0.058	-79493.029				
0.059	-82018.622				
0.059	-77725.114				
0.06	-79208.9				
0.06	-75531.006				
0.06	-75546.791				
0.061	-73494.747				
0.061	-73321.112				
0.062	-70937.584				
0.062	-70258.831				
0.062	-69027.605				
0.063	-68222.572				
0.063	-66391.517				
0.064	-65712.764				
0.064	-64576.248				
0.064	-63755.43				
0.065	-61924.375				
0.065	-61592.891				
0.066	-60077.536				
0.066	-59840.761				
0.066	-57378.309				
0.067	-58230.696				
0.067	-55389.404				
0.068	-56810.05				
0.068	-52342.908				
0.068	-56320.717				
0.069	-48964.928				
0.069	-57836.072				
0.07	41198.73				
0.07	92247.272				
0.07	78640.642				
0.071	84891.484				
0.071	77993.459				
0.072	80171.782				
0.072	76383.393				
0.072	77346.276				
0.073	73936.725				
0.073	73873.586				
0.074	72042.531				
0.074	71490.058				
0.074	69280.164				
0.075	68648.766				
0.075	67543.819				
0.076	66423.087				
0.076	64813.022				
0.076	63960.634				
0.077	63234.527				
0.077	61687.601				
0.078	60740.504				
0.078	59540.847				
0.078	59114.653				
0.079	57299.384				
0.079	56967.9				
0.08	55247.34				
0.08	55610.394				
0.08	52721.747				
0.081	54063.468				
0.081	50006.735				
0.082	55342.049				
0.082	30433.392				
0.082	-80866.32				
0.083	-84544.215				
0.083	-84512.645				
0.084	-82018.622				
0.084	-80976.815				
0.084	-79082.621				
0.085	-78703.782				
0.085	-76793.802				
0.086	-75452.081				
0.086	-74157.715				
0.086	-73447.392				
0.087	-71789.972				
0.087	-70400.896				
0.088	-69374.874				
0.088	-68585.626				
0.088	-66880.851				
0.089	-65870.614				
0.089	-64797.237				
0.09	-64165.839				
0.09	-62271.644				
0.09	-61924.375				
0.091	-60219.6				
0.091	-60440.59				
0.092	-57520.373				
0.092	-58625.32				
0.092	-55405.189				
0.093	-57488.803				
0.093	-52185.059				
0.094	-57204.674				
0.094	-48017.831				
0.094	-61592.891				
0.095	2841.292				
0.095	92357.767				
0.096	78545.932				
0.096	85601.807				
0.096	78372.298				
0.097	80661.116				
0.097	76509.673				
0.098	77946.104				
0.098	74299.779				
0.098	74252.425				
0.099	72216.165				
0.099	72074.101				
0.1	69753.713				
0.1	68980.25				
0.1	67843.733				
0.101	66959.776				
0.101	65144.506				
0.102	64386.828				
0.102	63281.881				
0.102	62366.354				
0.103	60661.579				
0.103	60188.03				
0.104	58846.309				
0.104	58372.761				
