Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	65065.581				
0	77409.415				
0.001	61750.741				
0.001	79761.374				
0.002	18105.342				
0.002	-76888.512				
0.002	-65491.775				
0.003	-70290.401				
0.003	-64907.732				
0.004	-66233.668				
0.004	-61008.848				
0.004	47070.733				
0.005	81134.665				
0.005	66249.453				
0.006	76383.393				
0.006	62082.225				
0.006	79714.019				
0.007	852.388				
0.007	-80092.858				
0.008	-63281.881				
0.008	-72105.671				
0.008	-62334.784				
0.009	-69722.143				
0.009	-50322.434				
0.01	60519.514				
0.01	77283.136				
0.01	68427.776				
0.011	74268.21				
0.011	63708.075				
0.012	77014.792				
0.012	-16463.707				
0.012	-80803.181				
0.013	-62271.644				
0.013	-73036.983				
0.014	-60330.095				
0.014	-72863.349				
0.014	-37268.277				
0.015	71095.434				
0.015	73273.757				
0.016	71048.079				
0.016	71395.348				
0.016	66533.582				
0.017	71269.068				
0.017	-32974.769				
0.018	-79335.18				
0.018	-62397.924				
0.018	-73163.263				
0.019	-59130.438				
0.019	-75073.242				
0.02	-21877.947				
0.02	78766.921				
0.02	69595.863				
0.021	73699.951				
0.021	68285.712				
0.022	70179.906				
0.022	62650.483				
0.022	-47638.992				
0.023	-76478.103				
0.023	-63566.011				
0.024	-72279.305				
0.024	-59130.438				
0.024	-75578.361				
0.025	-5051.185				
0.025	83265.633				
0.026	66786.141				
0.026	75862.49				
0.026	65397.065				
0.027	74047.22				
0.027	50953.832				
0.028	-60045.966				
0.028	-72894.919				
0.028	-65507.56				
0.029	-70495.605				
0.029	-60330.095				
0.03	-73968.295				
0.03	12217.555				
0.03	85001.978				
0.031	65255.001				
0.031	77298.921				
0.032	63092.462				
0.032	77472.555				
0.032	36605.309				
0.033	-69674.788				
0.033	-69201.239				
0.034	-67733.238				
0.034	-68112.077				
0.034	-62618.913				
0.035	-69690.573				
0.035	29154.81				
0.036	84228.516				
0.036	65002.441				
0.036	77519.91				
0.037	61813.881				
0.037	79619.309				
0.038	20678.29				
0.038	-76099.264				
0.038	-65996.894				
0.039	-69943.132				
0.039	-65302.356				
0.04	-65696.979				
0.04	-62445.279				
0.04	44845.055				
0.041	81687.138				
0.041	66044.248				
0.042	76620.168				
0.042	61924.375				
0.042	79887.653				
0.043	3472.69				
0.043	-79808.728				
0.044	-63581.796				
0.044	-71932.036				
0.044	-62666.268				
0.045	-69185.454				
0.045	-52295.553				
0.046	58562.18				
0.046	77898.749				
0.046	68048.938				
0.047	74662.833				
0.047	63392.376				
0.048	77614.62				
0.048	-13890.76				
0.048	-80692.686				
0.049	-62318.999				
0.049	-72989.628				
0.05	-60614.224				
0.05	-72421.37				
0.05	-39351.891				
0.051	69706.358				
0.051	73842.016				
0.052	70606.1				
0.052	71947.821				
0.052	65965.324				
0.053	72389.8				
0.053	-30480.747				
0.054	-79635.094				
0.054	-62287.429				
0.054	-73257.972				
0.055	-59240.933				
0.055	-74789.113				
0.056	-24261.475				
0.056	77788.254				
0.056	70116.767				
0.057	73289.542				
0.057	68822.4				
0.058	69611.648				
0.058	64039.559				
0.058	-45618.518				
0.059	-76951.652				
0.059	-63297.666				
0.06	-72468.725				
0.06	-59019.944				
0.06	-75594.146				
0.061	-7576.778				
0.061	82839.44				
0.062	67086.055				
0.062	75641.501				
0.062	65712.764				
0.063	73526.317				
0.063	52721.747				
0.064	-58467.47				
0.064	-73400.037				
0.064	-65160.291				
0.065	-70779.735				
0.065	-60109.106				
0.066	-74252.425				
0.066	9849.811				
0.066	84875.699				
0.067	65349.71				
0.067	77172.641				
0.068	63376.591				
0.068	77046.361				
0.068	38846.772				
0.069	-68380.422				
0.069	-69690.573				
0.07	-67385.969				
0.07	-68443.561				
0.07	-62176.935				
0.071	-70432.466				
0.071	26929.132				
0.072	84449.505				
0.072	64939.302				
0.072	77535.695				
0.073	61971.73				
0.073	79414.105				
0.074	22856.614				
0.074	-75436.296				
0.074	-66359.947				
0.075	-69722.143				
0.075	-65760.119				
0.076	-65255.001				
