Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	38120.664				
0	-80676.901				
0.001	14064.394				
0.001	69280.164				
0.002	-62666.268				
0.002	-29170.595				
0.002	80282.277				
0.003	-26755.497				
0.003	-64213.194				
0.004	68001.583				
0.004	16605.772				
0.004	-81055.74				
0.005	35879.201				
0.005	55042.135				
0.006	-74741.758				
0.006	-6708.606				
0.006	77314.706				
0.007	-47181.228				
0.007	-47544.282				
0.008	77267.351				
0.008	-6203.487				
0.008	-74946.963				
0.009	54663.296				
0.009	36336.965				
0.01	-80929.46				
0.01	16337.428				
0.01	68254.142				
0.011	-63913.28				
0.011	-27229.046				
0.012	80266.492				
0.012	-28665.477				
0.012	-62997.752				
0.013	68980.25				
0.013	14711.577				
0.014	-80771.611				
0.014	37678.686				
0.014	53605.704				
0.015	-75531.006				
0.015	-4830.196				
0.016	76841.157				
0.016	-48712.369				
0.016	-45965.787				
0.017	77772.469				
0.017	-8050.327				
0.018	-74205.07				
0.018	55989.233				
0.018	34695.329				
0.019	-81213.589				
0.019	17868.568				
0.02	67180.765				
0.02	-65144.506				
0.02	-25413.776				
0.021	80329.632				
0.021	-30307.112				
0.022	-61782.311				
0.022	69943.132				
0.022	12927.877				
0.023	-80455.912				
0.023	39194.041				
0.024	52279.768				
0.024	-76162.404				
0.024	-2951.786				
0.025	76272.899				
0.025	-50211.939				
0.026	-44418.861				
0.026	78246.018				
0.026	-9960.306				
0.027	-73352.682				
0.027	57394.093				
0.028	32974.769				
0.028	-81324.084				
0.028	19746.978				
0.029	66249.453				
0.029	-66107.388				
0.03	-23803.711				
0.03	80155.997				
0.03	-32090.812				
0.031	-60487.945				
0.031	70827.09				
0.032	10986.328				
0.032	-80092.858				
0.032	40961.956				
0.033	50669.703				
0.033	-76935.867				
0.034	-962.882				
0.034	75625.716				
0.034	-51790.435				
0.035	-42761.441				
0.035	78593.287				
0.036	-11854.501				
0.036	-72500.295				
0.036	58688.46				
0.037	31096.36				
0.037	-81481.934				
0.038	21688.527				
0.038	65018.226				
0.038	-67291.26				
0.039	-21688.527				
0.039	80092.858				
0.04	-33890.297				
0.04	-59225.148				
0.04	71711.047				
0.041	9044.779				
0.041	-79714.019				
0.042	42524.667				
0.042	49170.132				
0.042	-77551.48				
0.043	947.097				
0.043	75010.102				
0.044	-53116.371				
0.044	-41182.946				
0.044	79003.696				
0.045	-13827.62				
0.045	-71616.337				
0.046	60061.751				
0.046	29360.015				
0.046	-81576.643				
0.047	23519.582				
0.047	63960.634				
0.048	-68333.067				
0.048	-20046.892				
0.048	79745.589				
0.049	-35689.781				
0.049	-57788.717				
0.05	72579.219				
0.05	7213.724				
0.05	-79240.47				
0.051	44134.732				
0.051	47717.917				
0.052	-78135.523				
0.052	2857.077				
0.052	74283.994				
0.053	-54679.081				
0.053	-39572.88				
0.054	79240.47				
0.054	-15642.89				
0.054	-70669.24				
0.055	61308.762				
0.055	27607.885				
0.056	-81623.998				
0.056	25476.916				
0.056	62650.483				
0.057	-69406.444				
0.057	-17963.278				
0.058	79635.094				
0.058	-37331.417				
0.058	-56320.717				
0.059	73478.962				
0.059	5209.035				
0.06	-78735.352				
0.06	45807.937				
0.06	46060.496				
0.061	-78719.567				
0.061	4830.196				
0.062	73494.747				
0.062	-56147.082				
0.062	-37678.686				
0.063	79571.954				
0.063	-17821.213				
0.064	-69643.218				
0.064	62508.419				
0.064	25729.475				
0.065	-81687.138				
0.065	27229.046				
0.066	61435.042				
0.066	-70369.326				
0.066	-16100.653				
0.067	79350.965				
0.067	-39099.332				
0.068	-54947.426				
0.068	74157.715				
0.068	3283.27				
0.069	-78246.018				
0.069	47418.002				
0.07	44482.001				
0.07	-79240.47				
0.07	6787.53				
0.071	72705.499				
0.071	-57567.728				
0.072	-36021.265				
0.072	79824.513				
0.072	-19399.709				
0.073	-68585.626				
0.073	63818.57				
0.074	23835.281				
0.074	-81639.783				
0.074	29075.886				
0.075	60251.17				
0.075	-71379.563				
0.076	-14159.104				
0.076	78972.126				
0.076	-40851.461				
0.077	-53495.21				
0.077	74820.683				
0.078	1325.936				
0.078	-77661.975				
0.078	48870.218				
0.079	42840.366				
0.079	-79682.449				
0.08	8823.789				
0.08	71853.112				
0.08	-58877.879				
0.081	-34221.781				
0.081	79966.578				
0.082	-21451.753				
0.082	-67559.604				
0.082	64844.592				
0.083	21956.871				
0.083	-81608.213				
0.084	30906.94				
0.084	58893.664				
0.084	-72389.8				
0.085	-12170.2				
0.085	78672.212				
0.086	-42508.882				
0.086	-51979.854				
0.086	75562.576				
0.087	-678.753				
0.087	-76967.437				
0.088	50574.993				
0.088	41119.806				
0.088	-80077.073				
0.089	10702.199				
0.089	70937.584				
0.09	-60298.525				
0.09	-32374.941				
0.09	80029.718				
0.091	-23282.807				
0.091	-66375.732				
0.092	66044.248				
0.092	20173.171				
0.092	-81434.579				
0.093	32595.93				
0.093	57615.083				
0.094	-73273.757				
0.094	-10260.22				
0.094	78277.588				
0.095	-44134.732				
0.095	-50464.499				
0.096	76178.189				
0.096	-2604.517				
0.096	-76446.533				
0.097	51900.929				
0.097	39430.816				
0.098	-80519.051				
0.098	12691.103				
0.098	69990.487				
0.099	-61545.536				
0.099	-30575.456				
0.1	80140.212				
0.1	-25224.357				
0.1	-65239.216				
0.101	67101.84				
0.101	18247.407				
0.102	-81260.944				
0.102	34395.415				
0.102	56289.147				
0.103	-74047.22				
0.103	-8302.886				
0.104	77772.469				
0.104	-45807.937				
0.104	-48854.433				
0.105	76809.587				
0.105	-4609.207				
0.106	-75625.716				
0.106	53416.285				
0.106	37915.46				
0.107	-80724.256				
0.107	14553.728				
0.108	69074.96				
0.108	-62903.042				
0.108	-28681.262				
0.109	80266.492				
0.109	-27102.766				
0.11	-63929.065				
0.11	68143.647				
0.11	16242.718				
0.111	-81071.525				
0.111	36258.04				
0.112	54615.942				
0.112	-75041.672				
0.112	-6235.057				
0.113	77283.136				
0.113	-47449.572				
0.114	-47291.723				
0.114	77330.491				
0.114	-6519.186				
0.115	-74757.543				
0.115	54915.856				
0.116	36052.835				
0.116	-81055.74				
0.116	16511.062				
0.117	68096.292				
0.117	-64118.484				
0.118	-26929.132				
0.118	80298.062				
0.118	-28933.821				
0.119	-62792.548				
0.119	69201.239				
0.12	14380.093				
0.12	-80692.686				
0.12	37899.675				
0.121	53447.855				
0.121	-75609.931				
0.122	-4372.432				
0.122	76714.877				
0.122	-49059.638				
0.123	-45729.012				
0.123	77835.609				
0.124	-8397.596				
0.124	-74047.22				
0.124	56273.362				
0.125	34363.845				
0.125	-81339.869				
0.126	18278.977				
0.126	67022.916				
0.126	-65318.14				
0.127	-25034.937				
0.127	80219.137				
0.128	-30796.446				
0.128	-61403.472				
0.128	70116.767				
0.129	12470.114				
0.129	-80519.051				
0.13	39620.235				
0.13	51774.65				
0.13	-76383.393				
0.131	-2494.023				
0.131	76193.974				
0.132	-50511.853				
0.132	-44024.237				
0.132	78277.588				
0.133	-10481.21				
0.133	-73115.908				
0.134	57741.362				
0.134	32501.221				
0.134	-81497.719				
0.135	20346.806				
0.135	65949.539				
0.136	-66549.367				
0.136	-22951.323				
0.136	80155.997				
0.137	-32595.93				
0.137	-60109.106				
0.138	71127.004				
0.138	10512.779				
0.138	-79998.148				
0.139	41309.225				
0.139	50369.789				
0.14	-77093.716				
0.14	-441.979				
0.14	75420.511				
0.141	-52248.198				
0.141	-42398.387				
0.142	78640.642				
0.142	-12328.049				
0.142	-72231.95				
0.143	59035.729				
0.143	30780.661				
0.144	-81529.288				
0.144	22225.216				
0.144	64813.022				
0.145	-67543.819				
0.145	-21357.043				
0.146	79871.868				
0.146	-34474.34				
0.146	-58783.169				
0.147	71932.036				
0.147	8634.37				
0.148	-79682.449				
0.148	42966.645				
0.148	48838.648				
0.149	-77693.545				
0.149	1483.786				
0.15	74820.683				
0.15	-53542.565				
0.15	-40598.902				
0.151	79066.836				
