Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	-77961.889				
0	-77661.975				
0.001	-75925.63				
0.001	-74773.328				
0.002	-72626.574				
0.002	-72026.746				
0.002	-70653.455				
0.003	-69153.884				
0.003	-67559.604				
0.004	-66801.926				
0.004	-65523.345				
0.004	-63976.419				
0.005	-62697.838				
0.005	-61924.375				
0.006	-60787.859				
0.006	-59319.858				
0.006	-58356.976				
0.007	-57473.018				
0.007	-56462.781				
0.008	-54821.146				
0.008	-54363.382				
0.008	-53147.941				
0.009	-52484.973				
0.009	-50685.488				
0.01	-50653.918				
0.01	-48886.003				
0.01	-49075.423				
0.011	-46344.626				
0.011	-48065.186				
0.012	-43598.044				
0.012	-49201.702				
0.012	-23724.786				
0.013	89453.335				
0.013	91189.68				
0.014	91426.455				
0.014	88269.464				
0.014	87211.872				
0.015	85159.828				
0.015	84654.709				
0.016	82286.966				
0.016	80850.535				
0.016	79508.814				
0.017	78624.857				
0.017	76525.458				
0.018	75104.812				
0.018	74189.285				
0.018	72926.488				
0.019	71127.004				
0.019	69848.422				
0.02	69011.82				
0.02	67733.238				
0.02	66107.388				
0.021	65097.151				
0.021	64228.979				
0.022	62997.752				
0.022	61403.472				
0.022	60803.644				
0.023	59572.417				
0.023	58704.245				
0.024	56920.545				
0.024	56983.685				
0.024	54963.211				
0.025	55042.135				
0.025	52390.263				
0.026	53779.339				
0.026	50085.66				
0.026	52563.897				
0.027	46976.024				
0.027	52753.317				
0.028	42319.462				
0.028	57567.728				
0.028	-17947.493				
0.029	-100060.825				
0.029	-83091.999				
0.03	-91189.68				
0.03	-82665.805				
0.03	-85586.022				
0.031	-80929.46				
0.031	-82429.031				
0.032	-78182.878				
0.032	-78388.083				
0.032	-76067.694				
0.033	-75704.64				
0.033	-72958.058				
0.034	-72326.66				
0.034	-70969.154				
0.034	-69785.283				
0.035	-67906.873				
0.035	-67038.7				
0.036	-66044.248				
0.036	-64592.033				
0.036	-63124.032				
0.037	-62271.644				
0.037	-61277.192				
0.038	-59777.622				
0.038	-58562.18				
0.038	-57978.137				
0.039	-56652.201				
0.039	-55610.394				
0.04	-54158.178				
0.04	-53984.543				
0.04	-52248.198				
0.041	-51853.575				
0.041	-49880.455				
0.042	-50622.348				
0.042	-47717.917				
0.042	-48964.928				
0.043	-45066.044				
0.043	-48649.229				
0.044	-41609.139				
0.044	-49106.993				
0.044	56241.792				
0.045	100045.04				
0.045	86990.883				
0.046	92420.907				
0.046	85396.602				
0.046	87417.076				
0.047	83707.612				
0.047	84102.236				
0.048	80503.266				
0.048	80487.481				
0.048	78482.792				
0.049	77583.05				
0.049	75199.522				
0.05	74678.618				
0.05	73257.972				
0.05	71789.972				
0.051	70195.691				
0.051	69438.014				
0.052	68238.357				
0.052	66675.647				
0.052	65349.71				
0.053	64607.818				
0.053	63471.301				
0.054	61892.805				
0.054	60977.278				
0.054	60030.181				
0.055	58972.589				
0.055	57457.233				
0.056	56888.975				
0.056	55720.888				
0.056	55089.49				
0.057	53195.296				
0.057	53384.715				
0.058	51395.811				
0.058	51774.65				
0.058	48759.724				
0.059	50922.262				
0.059	45886.862				
0.06	52327.123				
0.06	24182.55				
0.06	-88427.313				
0.061	-88001.12				
0.061	-89011.357				
0.062	-85365.032				
0.062	-84717.849				
0.062	-82350.106				
0.063	-82065.977				
0.063	-79508.814				
0.064	-78167.093				
0.064	-76778.017				
0.064	-75925.63				
0.065	-73905.156				
0.065	-72563.434				
0.066	-71490.058				
0.066	-70369.326				
0.066	-68522.486				
0.067	-67243.905				
0.067	-66470.442				
0.068	-65160.291				
0.068	-63518.656				
0.068	-62492.634				
0.069	-61687.601				
0.069	-60393.235				
0.07	-58830.524				
0.07	-58246.481				
0.07	-57015.255				
0.071	-56083.942				
0.071	-54331.812				
0.072	-54426.522				
0.072	-52469.188				
0.072	-52548.113				
0.073	-49833.1				
0.073	-51253.746				
0.074	-47623.207				
0.074	-49927.81				
0.074	-44482.001				
0.075	-49975.165				
0.075	-40046.429				
0.076	-54584.372				
0.076	11554.586				
0.076	101876.094				
0.077	86217.42				
0.077	93762.628				
0.078	85617.592				
0.078	88127.399				
0.078	83754.967				
0.079	85049.333				
0.079	80976.815				
0.08	81008.385				
0.08	78830.061				
0.08	78388.083				
0.081	75751.995				
0.081	75010.102				
0.082	73684.166				
0.082	72563.434				
0.082	70621.885				
0.083	69690.573				
0.083	68664.551				
0.084	67228.12				
0.084	65760.119				
0.084	64860.377				
0.085	63897.495				
0.085	62429.494				
0.086	61119.343				
0.086	60519.514				
0.086	59256.718				
0.087	58230.696				
0.087	56746.91				
0.088	56557.491				
0.088	54900.071				
0.088	54442.307				
0.089	52484.973				
0.089	53147.941				
0.09	50322.434				
0.09	51427.381				
0.09	47828.411				
0.091	50969.617				
0.091	44576.711				
0.092	50780.198				
0.092	-56620.631				
0.092	-96777.554				
0.093	-84496.86				
0.093	-89469.12				
0.094	-82871.01				
0.094	-84528.43				
0.094	-81150.45				
0.095	-81387.224				
0.095	-77819.824				
0.096	-77851.394				
0.096	-75862.49				
0.096	-74978.532				
0.097	-72689.714				
0.097	-72042.531				
0.098	-70685.025				
0.098	-69185.454				
0.098	-67622.744				
0.099	-66770.356				
0.099	-65618.055				
0.1	-64039.559				
0.1	-62792.548				
0.1	-62019.085				
0.101	-60850.998				
0.101	-59335.643				
0.102	-58372.761				
0.102	-57504.588				
0.102	-56399.641				
0.103	-54994.78				
0.103	-54300.242				
0.104	-53290.005				
0.104	-52406.048				
0.104	-50748.628				
0.105	-50574.993				
0.105	-49138.562				
0.106	-48728.154				
0.106	-46755.034				
0.106	-47607.422				
0.107	-44482.001				
0.107	-47938.906				
0.108	-28775.972				
0.108	85680.731				
0.108	92484.047				
0.109	90810.842				
0.109	88916.647				
0.11	86959.313				
0.11	85491.312				
0.11	84512.645				
0.111	82555.31				
0.111	80850.535				
0.112	79729.804				
0.112	78514.362				
0.112	76667.523				
0.113	75136.382				
0.113	74189.285				
0.114	72989.628				
0.114	71190.143				
0.114	69911.562				
0.115	69106.529				
0.115	67764.808				
0.116	66202.098				
0.116	65112.936				
0.116	64307.903				
0.117	62997.752				
0.117	61482.397				
0.118	60819.429				
0.118	59651.342				
0.118	58720.03				
0.119	56920.545				
0.119	56936.33				
0.12	55057.92				
0.12	55121.06				
0.12	52390.263				
0.121	53921.404				
0.121	50227.724				
0.122	52611.252				
0.122	47102.303				
0.122	52721.747				
0.123	42508.882				
0.123	57441.448				
0.124	-11665.081				
0.124	-99603.061				
0.124	-83328.773				
0.125	-91173.895				
0.125	-82839.44				
0.126	-85633.377				
