Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	-68996.035				
0	-68001.583				
0.001	-66975.561				
0.001	-65712.764				
0.002	-64513.108				
0.002	-63581.796				
0.002	-62666.268				
0.003	-61356.117				
0.003	-60298.525				
0.004	-59477.707				
0.004	-58451.685				
0.004	-57346.739				
0.005	-56336.502				
0.005	-55689.318				
0.006	-54552.802				
0.006	-53716.199				
0.006	-52548.113				
0.007	-52263.983				
0.007	-50669.703				
0.008	-50527.638				
0.008	-48791.293				
0.008	-49280.627				
0.009	-46786.604				
0.009	-47970.476				
0.01	-44671.42				
0.01	-47228.583				
0.01	-42019.548				
0.011	-47275.938				
0.011	-37868.105				
0.012	-52153.489				
0.012	25903.11				
0.012	102902.116				
0.013	87101.377				
0.013	94536.091				
0.014	86738.323				
0.014	89390.196				
0.014	84875.699				
0.015	86106.925				
0.015	82302.751				
0.016	82381.676				
0.016	80029.718				
0.016	79603.524				
0.017	77267.351				
0.017	76525.458				
0.018	75057.457				
0.018	73984.08				
0.018	72216.165				
0.019	71316.423				
0.019	70132.552				
0.02	68885.54				
0.02	67543.819				
0.02	66533.582				
0.021	65539.13				
0.021	64181.624				
0.022	63029.322				
0.022	62113.795				
0.022	61071.988				
0.023	59824.976				
0.023	58814.739				
0.024	58009.707				
0.024	56920.545				
0.024	55815.598				
0.025	54868.501				
0.025	54095.038				
0.026	53021.661				
0.026	52153.489				
0.026	51159.037				
0.027	50685.488				
0.027	49264.842				
0.028	48917.573				
0.028	47481.142				
0.028	47544.282				
0.029	45429.098				
0.029	46076.281				
0.03	43676.968				
0.03	45208.109				
0.03	41293.44				
0.031	44655.635				
0.031	38278.514				
0.032	45586.948				
0.032	-57094.179				
0.032	-102302.288				
0.033	-89358.626				
0.033	-94678.155				
0.034	-88143.184				
0.034	-89942.669				
0.034	-86185.85				
0.035	-86722.538				
0.035	-83423.483				
0.036	-83344.558				
0.036	-81182.019				
0.036	-80424.342				
0.037	-78277.588				
0.037	-77519.91				
0.038	-76193.974				
0.038	-74931.178				
0.038	-73305.327				
0.039	-72374.015				
0.039	-71190.143				
0.04	-69832.637				
0.04	-68585.626				
0.04	-67685.884				
0.041	-66565.152				
0.041	-65286.571				
0.042	-64165.839				
0.042	-63266.096				
0.042	-62161.15				
0.043	-61008.848				
0.043	-59982.826				
0.044	-59114.653				
0.044	-58088.631				
0.044	-56952.115				
0.045	-56099.727				
0.045	-55294.695				
0.046	-54173.963				
0.046	-53195.296				
0.046	-52406.048				
0.047	-51711.51				
0.047	-50590.778				
0.048	-49880.455				
0.048	-48933.358				
0.048	-48459.809				
0.049	-47133.873				
0.049	-46818.174				
0.05	-45523.808				
0.05	-45555.378				
0.05	-43645.398				
0.051	-44308.366				
0.051	-42303.677				
0.052	-38752.063				
0.052	71758.402				
0.052	97598.372				
0.053	89642.755				
0.053	91805.294				
0.054	87385.506				
0.054	87748.56				
0.054	85270.323				
0.055	84733.634				
0.055	82144.902				
0.056	81497.719				
0.056	79919.223				
0.056	78735.352				
0.057	76888.512				
0.057	75972.985				
0.058	74647.048				
0.058	73305.327				
0.058	71868.896				
0.059	70874.444				
0.059	69674.788				
0.06	68333.067				
0.06	67133.41				
0.06	66154.743				
0.061	64970.871				
0.061	63708.075				
0.062	62650.483				
0.062	61766.526				
0.062	60598.439				
0.063	59414.568				
0.063	58451.685				
0.064	57630.868				
0.064	56557.491				
0.064	55452.544				
0.065	54647.511				
0.065	53684.629				
0.066	52737.532				
0.066	51601.015				
0.066	51095.897				
0.067	49943.595				
0.067	49327.982				
0.068	48049.401				
0.068	47923.121				
0.068	46313.056				
0.069	46391.98				
0.069	44371.506				
0.07	45223.894				
0.07	42351.032				
0.07	44387.291				
0.071	39399.246				
0.071	46518.26				
0.072	16747.836				
0.072	-93020.735				
0.072	-93004.95				
0.073	-93936.262				
0.073	-90416.218				
0.074	-90037.379				
0.074	-87574.926				
0.074	-87211.872				
0.075	-84844.129				
0.075	-83707.612				
0.076	-82144.902				
0.076	-81229.374				
0.076	-79429.89				
0.077	-78119.738				
0.077	-76935.867				
0.078	-75767.78				
0.078	-74173.5				
0.078	-73005.413				
0.079	-71947.821				
0.079	-70700.81				
0.08	-69311.734				
0.08	-68191.002				
0.08	-67228.12				
0.081	-66028.463				
0.081	-64765.667				
0.082	-63850.14				
0.082	-62839.903				
0.082	-61624.461				
0.083	-60566.869				
0.083	-59698.697				
0.084	-58735.815				
0.084	-57599.298				
0.084	-56510.136				
0.085	-55831.383				
0.085	-54742.221				
0.086	-53921.404				
0.086	-52737.532				
0.086	-52342.908				
0.087	-50985.402				
0.087	-50701.273				
0.088	-49059.638				
0.088	-49296.412				
0.088	-47133.873				
0.089	-47954.691				
0.089	-45129.184				
0.09	-47149.658				
0.09	-42682.516				
0.09	-46755.034				
0.091	-38973.052				
0.091	-50780.198				
0.092	-1010.237				
0.092	98782.243				
0.092	88964.002				
0.093	93920.478				
0.093	87701.206				
0.094	89232.346				
0.094	85412.387				
0.094	86170.065				
0.095	82871.01				
0.095	82460.601				
0.096	80361.202				
0.096	79824.513				
0.096	77661.975				
0.097	76714.877				
0.097	75341.586				
0.098	74299.779				
0.098	72642.359				
0.098	71474.273				
