Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	-68443.561				
0	-68285.712				
0.001	-65949.539				
0.001	-66612.507				
0.002	-63423.946				
0.002	-64670.957				
0.002	-60156.46				
0.003	-65760.119				
0.003	-39809.654				
0.004	71474.273				
0.004	74773.328				
0.004	74946.963				
0.005	72342.445				
0.005	72074.101				
0.006	69627.433				
0.006	69927.347				
0.006	67322.83				
0.007	67370.185				
0.007	64655.172				
0.008	65791.689				
0.008	61940.16				
0.008	64118.484				
0.009	58246.481				
0.009	66123.173				
0.01	32469.651				
0.01	-76667.523				
0.01	-74394.489				
0.011	-76620.168				
0.011	-72768.639				
0.012	-73447.392				
0.012	-70321.971				
0.012	-71190.143				
0.013	-68206.787				
0.013	-68475.131				
0.014	-65712.764				
0.014	-66770.356				
0.014	-63108.247				
0.015	-64939.302				
0.015	-59682.912				
0.016	-66486.227				
0.016	-36463.244				
0.016	73478.962				
0.017	74110.36				
0.017	75231.092				
0.018	72010.961				
0.018	72184.596				
0.018	69359.089				
0.019	69958.917				
0.019	67291.26				
0.02	67291.26				
0.02	64718.312				
0.02	65696.979				
0.021	62098.01				
0.021	63834.355				
0.022	58577.965				
0.022	65507.56				
0.022	35232.018				
0.023	-74978.532				
0.023	-75041.672				
0.024	-76462.318				
0.024	-73163.263				
0.024	-73289.542				
0.025	-70590.315				
0.025	-71032.294				
0.026	-68601.411				
0.026	-68317.282				
0.026	-65949.539				
0.027	-66707.216				
0.027	-63392.376				
0.028	-64702.527				
0.028	-60124.891				
0.028	-65823.259				
0.029	-39667.59				
0.029	71474.273				
0.03	74599.694				
0.03	74962.748				
0.03	72168.811				
0.031	72058.316				
0.031	69469.583				
0.032	69943.132				
0.032	67322.83				
0.032	67322.83				
0.033	64592.033				
0.033	65823.259				
0.034	61877.02				
0.034	64071.129				
0.034	58199.126				
0.035	66091.603				
0.035	32280.231				
0.036	-76667.523				
0.036	-74441.844				
0.036	-76762.232				
0.037	-72815.994				
0.037	-73478.962				
0.038	-70416.681				
0.038	-71158.574				
0.038	-68222.572				
0.039	-68443.561				
0.039	-65775.904				
0.04	-66738.786				
0.04	-63124.032				
0.04	-64923.517				
0.041	-59714.482				
0.041	-66438.872				
0.042	-36794.728				
0.042	73257.972				
0.042	74015.65				
0.043	75325.801				
0.043	71916.251				
0.044	72216.165				
0.044	69327.519				
0.044	70037.842				
0.045	67164.98				
0.045	67449.109				
0.046	64449.968				
0.046	65902.184				
0.046	61656.031				
0.047	64276.334				
0.047	57804.502				
0.048	66723.001				
0.048	29281.09				
0.048	-78119.738				
0.049	-73810.446				
0.049	-77014.792				
0.05	-72468.725				
0.05	-73589.456				
0.05	-70179.906				
0.051	-71253.283				
0.051	-68064.723				
0.052	-68538.271				
0.052	-65602.27				
0.052	-66912.421				
0.053	-62918.827				
0.053	-65144.506				
0.054	-59335.643				
0.054	-67054.485				
0.054	-33921.867				
0.055	75010.102				
0.055	73478.962				
0.056	75625.716				
0.056	71711.047				
0.056	72374.015				
0.057	69217.024				
0.057	70195.691				
0.058	66959.776				
0.058	67591.174				
0.058	64292.118				
0.059	66028.463				
0.059	61450.827				
0.06	64513.108				
0.06	57488.803				
0.06	67275.475				
0.061	26234.594				
0.061	-79429.89				
0.062	-73321.112				
0.062	-77251.566				
0.062	-72168.811				
0.063	-73731.521				
0.063	-70022.057				
0.064	-71347.993				
0.064	-67891.088				
0.064	-68727.691				
0.065	-65428.635				
0.065	-67038.7				
0.066	-62666.268				
0.066	-65349.71				
0.066	-58925.234				
0.067	-67622.744				
0.067	-30812.231				
0.068	76541.243				
0.068	72879.134				
0.068	75894.06				
0.069	71411.133				
0.069	72595.004				
0.07	68948.68				
0.07	70274.616				
0.07	66786.141				
0.071	67670.099				
0.071	64150.054				
0.072	66154.743				
0.072	61277.192				
0.072	64734.097				
0.073	57046.824				
0.073	67891.088				
0.074	22809.259				
0.074	-80787.396				
0.074	-72768.639				
0.075	-77519.91				
0.075	-71963.606				
0.076	-73826.231				
0.076	-69832.637				
0.076	-71474.273				
0.077	-67764.808				
0.077	-68806.615				
0.078	-65144.506				
0.078	-67196.55				
0.078	-62397.924				
0.079	-65570.7				
0.079	-58562.18				
0.08	-68175.217				
0.08	-27623.67				
0.08	78009.244				
0.081	72310.875				
0.081	76178.189				
0.082	71174.358				
0.082	72642.359				
0.082	68806.615				
0.083	70400.896				
0.083	66612.507				
0.084	67733.238				
0.084	64007.989				
0.084	66249.453				
0.085	61024.633				
0.085	64876.162				
0.086	56762.695				
0.086	68364.637				
0.086	19683.838				
0.087	-81766.063				
0.087	-72405.585				
0.088	-77772.469				
0.088	-71726.832				
0.088	-73968.295				
0.089	-69659.003				
0.089	-71584.767				
0.09	-67559.604				
0.09	-68885.54				
0.09	-65034.011				
0.091	-67228.12				
0.091	-62208.505				
0.092	-65712.764				
0.092	-58214.911				
0.092	-68711.906				
0.093	-24719.238				
0.093	79177.33				
0.094	71916.251				
0.094	76430.748				
0.094	70890.229				
0.095	72737.069				
0.095	68680.336				
0.096	70432.466				
0.096	66533.582				
0.096	67859.518				
0.097	63850.14				
0.097	66407.302				
0.098	60866.783				
0.098	65112.936				
0.098	56541.706				
0.099	68727.691				
0.099	16558.417				
0.1	-82776.3				
0.1	-72042.531				
0.1	-77961.889				
0.101	-71537.412				
0.101	-74063.005				
0.102	-69564.293				
0.102	-71600.552				
0.102	-67338.615				
0.103	-68932.895				
0.103	-64876.162				
0.104	-67354.4				
0.104	-62098.01				
0.104	-65886.399				
0.105	-58009.707				
0.105	-69138.099				
0.106	-21735.882				
0.106	80171.782				
0.106	71474.273				
0.107	76620.168				
0.107	70732.38				
0.108	72894.919				
0.108	68569.841				
0.108	70621.885				
0.109	66375.732				
0.109	67954.228				
0.11	63755.43				
0.11	66486.227				
0.11	60724.719				
0.111	65191.861				
0.111	56241.792				
0.112	69122.314				
0.112	13496.136				
0.112	-83549.763				
0.113	-71663.692				
0.113	-78135.523				
0.114	-71284.853				
0.114	-74141.93				
0.114	-69390.659				
0.115	-71679.477				
0.115	-67307.045				
0.116	-68948.68				
0.116	-64781.452				
0.116	-67417.539				
0.117	-61845.451				
0.117	-66107.388				
0.118	-57615.083				
0.118	-69643.218				
0.118	-18184.267				
0.119	81355.654				
0.119	70984.939				
0.12	76904.297				
0.12	70495.605				
0.12	73036.983				
0.121	68443.561				
0.121	70606.1				
0.122	66233.668				
0.122	67970.013				
0.122	63581.796				
0.123	66549.367				
0.123	60551.084				
0.124	65318.14				
0.124	56036.587				
0.124	69438.014				
0.125	9549.897				
0.125	-84417.935				
0.126	-71237.498				
0.126	-78356.513				
0.126	-71142.789				
0.127	-74205.07				
0.127	-69248.594				
0.128	-71711.047				
0.128	-67149.195				
0.128	-68948.68				
0.129	-64749.882				
0.129	-67480.679				
0.13	-61719.171				
0.13	-66217.883				
0.13	-57378.309				
0.131	-70037.842				
0.131	-14585.298				
0.132	82255.396				
0.132	70732.38				
0.132	77062.146				
0.133	70306.186				
0.133	73036.983				
0.134	68285.712				
0.134	70716.595				
0.134	66075.818				
0.135	67938.443				
0.135	63502.871				
0.136	66565.152				
0.136	60440.59				
0.136	65412.85				
0.137	55831.383				
0.137	69753.713				
0.138	6029.853				
0.138	-85033.548				
0.138	-70969.154				
0.139	-78435.437				
0.139	-70937.584				
0.14	-74299.779				
0.14	-69201.239				
0.14	-71726.832				
0.141	-67022.916				
0.141	-69106.529				
0.142	-64528.893				
0.142	-67606.959				
0.142	-61545.536				
0.143	-66359.947				
0.143	-57094.179				
0.144	-70353.541				
0.144	-10860.048				
0.144	83170.924				
0.145	70353.541				
0.145	77188.426				
0.146	70100.982				
0.146	73131.693				
0.146	68191.002				
0.147	70763.95				
0.147	65949.539				
0.148	68048.938				
0.148	63439.731				
0.148	66659.862				
0.149	60314.31				
0.149	65460.205				
0.15	55705.103				
0.15	69927.347				
0.15	2146.754				
0.151	-85601.807				
0.151	-70763.95				
0.152	-78545.932				
0.152	-70874.444				
0.152	-74299.779				
0.153	-69074.96				
0.153	-71821.542				
0.154	-66896.636				
0.154	-69122.314				
0.154	-64481.538				
0.155	-67559.604				
0.155	-61356.117				
0.156	-66470.442				
0.156	-56904.76				
0.156	-70621.885				
0.157	-6929.595				
0.157	83770.752				
0.158	70037.842				
0.158	77377.846				
0.158	69879.992				
0.159	73194.833				
0.159	68096.292				
0.16	70716.595				
0.16	65886.399				
0.16	68033.153				
0.161	63423.946				
0.161	66659.862				
0.162	60124.891				
0.162	65523.345				
0.162	55578.824				
0.163	69943.132				
0.163	-1436.431				
0.164	-86028				
0.164	-70621.885				
0.164	-78656.427				
0.165	-70779.735				
0.165	-74252.425				
0.166	-69059.175				
0.166	-71758.402				
0.166	-66786.141				
0.167	-69090.745				
0.167	-64386.828				
0.168	-67622.744				
0.168	-61277.192				
0.168	-66502.012				
0.169	-56778.48				
0.169	-70795.52				
0.17	-3741.034				
0.17	84291.655				
0.17	69848.422				
0.171	77456.77				
0.171	69753.713				
0.172	73226.403				
0.172	67985.798				
0.172	70763.95				
0.173	65807.474				
0.173	68064.723				
0.174	63329.236				
0.174	66644.077				
0.174	60219.6				
0.175	65539.13				
0.175	55531.469				
0.176	69990.487				
0.176	-5193.25				
0.176	-86280.56				
0.177	-70479.821				
0.177	-78609.072				
0.178	-70669.24				
0.178	-74331.349				
0.178	-68980.25				
0.179	-71837.327				
0.179	-66754.571				
0.18	-69153.884				
0.18	-64323.688				
0.18	-67685.884				
0.181	-61198.267				
0.181	-66565.152				
0.182	-56715.34				
0.182	-70937.584				
0.182	-110.495				
0.183	84749.419				
0.183	69627.433				
0.184	77551.48				
0.184	69706.358				
0.184	73210.618				
0.185	67954.228				
0.185	70763.95				
0.186	65728.549				
0.186	68096.292				
0.186	63297.666				
0.187	66596.722				
0.187	60093.321				
0.188	65523.345				
0.188	55452.544				
0.188	69864.207				
0.189	-8871.144				
0.189	-86454.194				
0.19	-70385.111				
0.19	-78593.287				
0.19	-70558.745				
0.191	-74268.21				
0.191	-68932.895				
0.192	-71758.402				
0.192	-66691.432				
0.192	-69217.024				
0.193	-64276.334				
0.193	-67622.744				
0.194	-61150.913				
0.194	-66596.722				
0.194	-56604.846				
0.195	-70874.444				
0.195	3677.894				
0.196	85017.763				
0.196	69501.153				
0.196	77551.48				
0.197	69643.218				
0.197	73242.187				
0.198	67938.443				
0.198	70700.81				
0.198	65618.055				
0.199	68001.583				
0.199	63218.742				
0.2	66565.152				
0.2	60045.966				
0.2	65444.42				
0.201	55515.684				
0.201	69643.218				
0.202	-12564.824				
0.202	-86548.904				
0.202	-70321.971				
0.203	-78624.857				
0.203	-70448.251				
0.204	-74283.994				
0.204	-68901.325				
0.204	-71758.402				
0.205	-66707.216				
0.205	-69059.175				
0.206	-64323.688				
0.206	-67575.389				
0.206	-61071.988				
0.207	-66549.367				
0.207	-56573.276				
0.208	-70779.735				
0.208	7292.649				
0.208	85207.183				
0.209	69406.444				
0.209	77551.48				
0.21	69548.508				
0.21	73147.478				
0.21	67843.733				
0.211	70700.81				
0.211	65618.055				
0.212	68001.583				
0.212	63250.311				
0.212	66517.797				
0.213	60093.321				
0.213	65444.42				
0.214	55547.254				
0.214	69359.089				
0.214	-16132.223				
0.215	-86406.839				
0.215	-70353.541				
0.216	-78561.717				
0.216	-70495.605				
0.216	-74205.07				
0.217	-68932.895				
0.217	-71758.402				
0.218	-66612.507				
0.218	-69074.96				
0.218	-64307.903				
0.219	-67543.819				
0.219	-61119.343				
0.22	-66423.087				
0.22	-56604.846				
0.22	-70558.745				
0.221	10891.618				
0.221	85270.323				
0.222	69422.229				
0.222	77425.2				
0.222	69501.153				
0.223	73100.123				
0.223	67843.733				
0.224	70669.24				
0.224	65649.625				
0.224	68001.583				
0.225	63297.666				
0.225	66470.442				
0.226	60140.676				
0.226	65286.571				
0.226	55689.318				
0.227	68996.035				
0.227	-19620.698				
0.228	-86327.915				
0.228	-70432.466				
0.228	-78419.652				
0.229	-70479.821				
0.229	-74157.715				
0.23	-68948.68				
0.23	-71632.122				
0.23	-66612.507				
0.231	-69011.82				
0.231	-64276.334				
0.232	-67480.679				
0.232	-61056.203				
0.232	-66407.302				
0.233	-56652.201				
0.233	-70290.401				
0.234	14332.738				
0.234	85301.893				
0.234	69390.659				
0.235	77377.846				
0.235	69501.153				
0.236	73068.553				
0.236	67891.088				
0.236	70558.745				
0.237	65554.915				
0.237	67938.443				
0.238	63329.236				
0.238	66344.163				
0.238	60109.106				
0.239	65097.151				
0.239	55862.953				
0.24	68348.852				
0.24	-22982.893				
0.24	-86170.065				
0.241	-70511.39				
0.241	-78277.588				
0.242	-70527.175				
0.242	-74047.22				
0.242	-68901.325				
0.243	-71584.767				
0.243	-66596.722				
0.244	-68996.035				
0.244	-64292.118				
0.244	-67322.83				
0.245	-61214.052				
0.245	-66296.808				
0.246	-56746.91				
0.246	-69943.132				
0.246	17489.729				
0.247	85175.613				
0.247	69485.368				
0.248	77362.061				
0.248	69516.938				
0.248	72989.628				
0.249	67906.873				
0.249	70527.175				
0.25	65602.27				
0.25	67812.163				
0.25	63329.236				
0.251	66249.453				
0.251	60188.03				
0.252	64970.871				
0.252	55989.233				
0.252	67827.948				
0.253	-26329.304				
0.253	-85949.076				
0.254	-70558.745				
0.254	-78182.878				
0.254	-70542.96				
0.255	-73905.156				
0.255	-68948.68				
0.256	-71442.703				
0.256	-66612.507				
0.256	-68853.97				
0.257	-64371.043				
0.257	-67259.69				
0.258	-61103.558				
0.258	-66154.743				
0.258	-56952.115				
0.259	-69390.659				
0.259	21057.129				
0.26	84970.408				
0.26	69611.648				
0.26	77188.426				
0.261	69564.293				
0.261	72926.488				
0.262	67938.443				
0.262	70479.821				
0.262	65602.27				
0.263	67764.808				
0.263	63345.021				
0.264	66138.958				
0.264	60235.385				
0.264	64781.452				
0.265	56304.932				
0.265	67133.41				
0.266	-29691.499				
0.266	-85570.237				
0.266	-70795.52				
0.267	-77977.674				
0.267	-70621.885				
0.268	-73857.801				
0.268	-69027.605				
0.268	-71395.348				
0.269	-66691.432				
0.269	-68743.476				
0.27	-64371.043				
0.27	-67101.84				
0.27	-61245.622				
0.271	-66012.678				
0.271	-57109.964				
0.272	-68727.691				
0.272	24577.174				
0.272	84749.419				
0.273	69674.788				
0.273	77141.071				
0.274	69516.938				
0.274	72800.209				
0.274	67985.798				
0.275	70353.541				
0.275	65618.055				
0.276	67622.744				
0.276	63439.731				
0.276	65996.894				
0.277	60393.235				
0.277	64623.603				
0.278	56652.201				
0.278	66265.238				
0.278	-32880.06				
0.279	-85175.613				
0.279	-70984.939				
0.28	-77819.824				
0.28	-70748.165				
0.28	-73668.381				
0.281	-69074.96				
0.281	-71316.423				
0.282	-66691.432				
0.282	-68632.981				
0.282	-64386.828				
0.283	-67070.27				
0.283	-61261.407				
0.284	-65823.259				
0.284	-57330.954				
0.284	-68048.938				
0.285	27892.014				
0.285	84465.29				
0.286	69816.852				
0.286	76872.727				
0.286	69627.433				
0.287	72658.144				
0.287	68033.153				
0.288	70211.476				
0.288	65649.625				
0.288	67528.034				
0.289	63518.656				
0.289	65791.689				
0.29	60535.299				
0.29	64339.473				
0.29	56999.47				
0.291	65239.216				
0.291	-36368.534				
0.292	-84670.494				
0.292	-71190.143				
0.292	-77551.48				
0.293	-70842.874				
0.293	-73573.672				
0.294	-69106.529				
0.294	-71142.789				
0.294	-66754.571				
0.295	-68522.486				
0.295	-64528.893				
0.296	-66833.496				
0.296	-61387.687				
0.296	-65618.055				
0.297	-57646.653				
0.297	-67291.26				
0.298	31364.704				
0.298	84039.096				
0.298	70022.057				
0.299	76762.232				
0.299	69643.218				
0.3	72579.219				
0.3	68112.077				
0.3	70100.982				
0.301	65760.119				
0.301	67338.615				
0.302	63629.15				
0.302	65633.84				
0.302	60661.579				
0.303	64039.559				
0.303	57330.954				
0.304	64071.129				
0.304	-39714.945				
0.304	-84181.161				
0.305	-71537.412				
0.305	-77267.351				
0.306	-70984.939				
0.306	-73384.252				
0.306	-69232.809				
0.307	-71000.724				
0.307	-66770.356				
0.308	-68411.992				
0.308	-64576.248				
0.308	-66707.216				
0.309	-61545.536				
0.309	-65333.925				
0.31	-58025.492				
0.31	-66233.668				
0.31	34758.469				
0.311	83565.548				
0.311	70258.831				
0.312	76509.673				
0.312	69785.283				
0.312	72405.585				
0.313	68238.357				
0.313	69927.347				
0.314	65870.614				
0.314	67164.98				
0.314	63739.645				
0.315	65365.495				
0.315	60772.074				
0.316	63755.43				
0.316	57804.502				
0.316	62855.688				
0.317	-42950.86				
0.317	-83597.117				
0.318	-71695.262				
0.318	-77109.501				
0.318	-71063.864				
0.319	-73289.542				
0.319	-69343.304				
0.32	-70827.09				
0.32	-66912.421				
0.32	-68238.357				
0.321	-64670.957				
0.321	-66549.367				
0.322	-61671.816				
0.322	-65112.936				
0.322	-58325.406				
0.323	-65207.646				
0.323	37710.256				
0.324	83155.139				
0.324	70464.036				
0.324	76320.254				
0.325	69927.347				
0.325	72279.305				
0.326	68301.497				
0.326	69722.143				
0.326	65870.614				
0.327	67038.7				
0.327	63818.57				
0.328	65239.216				
0.328	61008.848				
0.328	63455.516				
0.329	58246.481				
0.329	61498.182				
0.33	-45950.002				
0.33	-82981.504				
0.33	-72089.886				
0.331	-76762.232				
0.331	-71190.143				
0.332	-72973.843				
0.332	-69422.229				
0.332	-70716.595				
0.333	-66912.421				
0.333	-68143.647				
0.334	-64813.022				
0.334	-66344.163				
0.334	-61908.59				
0.335	-64813.022				
0.335	-58830.524				
0.336	-63865.925				
0.336	41214.515				
0.336	82555.31				
0.337	70811.305				
0.337	75988.77				
0.338	70100.982				
0.338	72042.531				
0.338	68380.422				
0.339	69627.433				
0.339	65949.539				
0.34	66849.281				
0.34	64071.129				
0.34	64923.517				
0.341	61214.052				
0.341	63092.462				
0.342	58798.954				
0.342	59872.331				
0.342	-49185.917				
0.343	-82350.106				
0.343	-72500.295				
0.344	-76525.458				
0.344	-71379.563				
0.344	-72926.488				
0.345	-69564.293				
0.345	-70527.175				
0.346	-67070.27				
0.346	-67938.443				
0.346	-64939.302				
0.347	-66107.388				
0.347	-62129.58				
0.348	-64402.613				
0.348	-59335.643				
0.348	-62413.709				
0.349	44434.646				
0.349	81987.052				
0.35	71079.649				
0.35	75688.855				
0.35	70258.831				
0.351	71821.542				
0.351	68490.916				
0.352	69422.229				
0.352	66107.388				
0.352	66691.432				
0.353	64150.054				
0.353	64686.742				
0.354	61435.042				
0.354	62729.408				
0.354	59319.858				
0.355	58151.771				
0.355	-52263.983				
0.356	-81639.783				
0.356	-72831.779				
0.356	-76257.114				
0.357	-71474.273				
0.357	-72705.499				
0.358	-69627.433				
0.358	-70353.541				
0.358	-67149.195				
0.359	-67685.884				
0.359	-65065.581				
0.36	-65854.829				
0.36	-62271.644				
0.36	-64165.839				
0.361	-59761.837				
0.361	-60866.783				
0.362	47623.207				
0.362	81308.299				
0.362	71426.918				
0.363	75436.296				
0.363	70321.971				
0.364	71647.907				
0.364	68617.196				
0.364	69217.024				
0.365	66249.453				
0.365	66517.797				
0.366	64307.903				
0.366	64544.678				
0.366	61592.891				
0.367	62334.784				
0.367	59856.546				
0.368	56383.856				
0.368	-55042.135				
0.368	-81039.955				
0.369	-73210.618				
0.369	-75862.49				
0.37	-71679.477				
0.37	-72374.015				
0.37	-69769.498				
0.371	-70148.336				
0.371	-67228.12				
0.372	-67559.604				
0.372	-65255.001				
0.372	-65665.409				
0.373	-62476.849				
0.373	-63739.645				
0.374	-60377.45				
0.374	-59351.428				
0.374	50338.219				
0.375	80692.686				
0.375	71789.972				
0.376	75073.242				
0.376	70558.745				
0.376	71474.273				
0.377	68727.691				
0.377	69059.175				
0.378	66281.023				
0.378	66359.947				
0.378	64402.613				
