Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	-74315.564				
0	-72642.359				
0.001	-71142.789				
0.001	-70179.906				
0.002	-68932.895				
0.002	-67164.98				
0.002	-66186.313				
0.003	-64891.947				
0.003	-64150.054				
0.004	-61908.59				
0.004	-61798.096				
0.004	-59793.407				
0.005	-59903.901				
0.005	-56841.62				
0.006	-58293.836				
0.006	-54347.597				
0.006	-57173.104				
0.007	-50322.434				
0.007	-57315.169				
0.008	49091.208				
0.008	91884.218				
0.008	79066.836				
0.009	84165.376				
0.009	77693.545				
0.01	79919.223				
0.01	76225.544				
0.01	76509.673				
0.011	73431.607				
0.011	73494.747				
0.012	71584.767				
0.012	70353.541				
0.012	68901.325				
0.013	67827.948				
0.013	67133.41				
0.014	64813.022				
0.014	64765.667				
0.014	62445.279				
0.015	63187.172				
0.015	59288.288				
0.016	61671.816				
0.016	56368.071				
0.016	61198.267				
0.017	51159.037				
0.017	65160.291				
0.018	-26250.379				
0.018	-91852.649				
0.018	-75136.382				
0.019	-82681.59				
0.019	-74599.694				
0.02	-77835.609				
0.02	-73384.252				
0.02	-74489.199				
0.021	-70700.81				
0.021	-71142.789				
0.022	-69043.39				
0.022	-68175.217				
0.022	-66281.023				
0.023	-65444.42				
0.023	-64655.172				
0.024	-62476.849				
0.024	-62192.72				
0.024	-60061.751				
0.025	-60787.859				
0.025	-56904.76				
0.026	-59051.514				
0.026	-54126.608				
0.026	-58609.535				
0.027	-48917.573				
0.027	-62650.483				
0.028	-4246.153				
0.028	92547.186				
0.028	78940.556				
0.029	85475.527				
0.029	78040.814				
0.03	80582.191				
0.03	76493.888				
0.03	77472.555				
0.031	73842.016				
0.031	73999.865				
0.032	72042.531				
0.032	71284.853				
0.032	69327.519				
0.033	68506.701				
0.033	67512.249				
0.034	65744.334				
0.034	64891.947				
0.034	63155.602				
0.035	63329.236				
0.035	60361.665				
0.036	61261.407				
0.036	57709.793				
0.036	60487.945				
0.037	53495.21				
0.037	62476.849				
0.038	26345.089				
0.038	-83660.257				
0.038	-78656.427				
0.039	-81655.568				
0.039	-76604.383				
0.04	-77330.491				
0.04	-74536.554				
0.04	-74662.833				
0.041	-71726.832				
0.041	-71300.638				
0.042	-69706.358				
0.042	-68806.615				
0.042	-66754.571				
0.043	-66028.463				
0.043	-64844.592				
0.044	-63644.935				
0.044	-61971.73				
0.044	-61229.837				
0.045	-60077.536				
0.045	-59051.514				
0.046	-57378.309				
0.046	-57031.04				
0.046	-55578.824				
0.047	-54821.146				
0.047	-53637.274				
0.048	-47449.572				
0.048	67133.41				
0.048	87732.775				
0.049	81166.235				
0.049	82350.106				
0.05	78609.072				
0.05	78893.201				
0.05	76746.447				
0.051	75688.855				
0.051	73684.166				
