Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	-66943.991				
0	-66281.023				
0.001	-64071.129				
0.001	-64181.624				
0.002	-61940.16				
0.002	-62760.978				
0.002	-58830.524				
0.003	-61245.622				
0.003	-56131.297				
0.004	-61040.418				
0.004	-51095.897				
0.004	-65239.216				
0.005	13732.91				
0.005	90274.153				
0.006	74836.468				
0.006	82223.826				
0.006	74347.134				
0.007	77614.62				
0.007	73289.542				
0.008	74394.489				
0.008	70906.014				
0.008	71237.498				
0.009	69374.874				
0.009	68601.411				
0.01	66833.496				
0.01	65981.109				
0.01	65302.356				
0.011	63297.666				
0.011	62997.752				
0.012	60898.353				
0.012	61687.601				
0.012	58025.492				
0.013	60077.536				
0.013	55326.264				
0.014	59809.191				
0.014	50369.789				
0.014	63692.29				
0.015	5082.755				
0.015	-89358.626				
0.016	-76904.297				
0.016	-83249.848				
0.016	-76115.049				
0.017	-78766.921				
0.017	-74757.543				
0.018	-75894.06				
0.018	-72342.445				
0.018	-72579.219				
0.019	-70748.165				
0.019	-70148.336				
0.02	-68127.862				
0.02	-67512.249				
0.02	-66517.797				
0.021	-65065.581				
0.021	-64039.559				
0.022	-62760.978				
0.022	-62476.849				
0.022	-60251.17				
0.023	-60424.805				
0.023	-58025.492				
0.024	-59414.568				
0.024	-54631.726				
0.024	-60251.17				
0.025	-34569.05				
0.025	76399.178				
0.026	80061.288				
0.026	79903.438				
0.026	77188.426				
0.027	76525.458				
0.027	74820.683				
0.028	74299.779				
0.028	72121.456				
0.028	71221.713				
0.029	70148.336				
0.029	69043.39				
0.03	67307.045				
0.03	66423.087				
0.03	65475.99				
0.031	64260.549				
0.031	62776.763				
0.032	62050.655				
0.032	61056.203				
0.032	59967.041				
0.033	58593.75				
0.033	57978.137				
0.034	56952.115				
0.034	55799.813				
0.034	55389.404				
0.035	47149.658				
0.035	-65318.14				
0.036	-84938.839				
0.036	-79287.825				
0.036	-80092.858				
0.037	-76888.512				
0.037	-77014.792				
0.038	-75089.027				
0.038	-74063.005				
0.038	-72200.381				
0.039	-71616.337				
0.039	-70400.896				
0.04	-68806.615				
0.04	-67827.948				
0.04	-66723.001				
0.041	-66012.678				
0.041	-63897.495				
0.042	-63897.495				
0.042	-61861.236				
0.042	-62287.429				
0.043	-58893.664				
0.043	-60803.644				
0.044	-56525.921				
0.044	-59903.901				
0.044	-52200.844				
0.045	-61656.031				
0.045	36826.298				
0.046	89058.712				
0.046	75436.296				
0.046	81371.439				
0.047	74552.339				
0.047	77156.856				
0.048	73352.682				
0.048	73968.295				
0.048	70811.305				
0.049	71063.864				
0.049	69248.594				
0.05	68206.787				
0.05	66659.862				
0.05	65791.689				
0.051	65128.721				
0.051	63060.892				
0.052	62918.827				
0.052	60708.934				
0.052	61592.891				
0.053	57599.298				
0.053	60045.966				
0.054	54947.426				
0.054	59761.837				
0.054	49817.315				
0.055	64023.774				
0.055	-18026.418				
0.056	-91584.304				
0.056	-75925.63				
0.056	-83407.698				
0.057	-75483.651				
0.057	-78751.137				
0.058	-74473.414				
0.058	-75594.146				
0.058	-72010.961				
0.059	-72516.08				
0.059	-70574.53				
0.06	-69785.283				
0.06	-68017.368				
0.06	-67243.905				
0.061	-66502.012				
0.061	-64592.033				
0.062	-64134.269				
0.062	-62255.859				
0.062	-62808.333				
0.063	-59382.998				
0.063	-61008.848				
0.064	-56810.05				
0.064	-60645.794				
0.064	-52263.983				
0.065	-63865.925				
0.065	-14711.577				
0.066	85728.086				
0.066	76635.953				
0.066	81623.998				
0.067	75436.296				
0.067	77298.921				
0.068	73968.295				
0.068	74583.909				
0.068	71426.918				
0.069	71332.208				
0.069	69674.788				
0.07	68948.68				
0.07	67022.916				
0.07	66217.883				
0.071	65381.28				
0.071	63818.57				
0.072	62950.397				
0.072	61513.967				
0.072	61340.332				
0.073	59035.729				
0.073	59335.643				
0.074	56652.201				
0.074	58420.116				
0.074	53132.156				
0.075	59493.492				
0.075	31364.704				
0.076	-79177.33				
0.076	-80661.116				
0.076	-81403.009				
0.077	-78088.168				
0.077	-77804.039				
0.078	-75941.415				
0.078	-75499.436				
0.078	-73289.542				
0.079	-72452.94				
0.079	-71190.143				
0.08	-70400.896				
0.08	-68411.992				
0.08	-67622.744				
0.081	-66659.862				
0.081	-65681.194				
0.082	-63897.495				
0.082	-63455.516				
0.082	-62066.44				
0.083	-61513.967				
0.083	-59477.707				
0.084	-59730.267				
