Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	81292.514				
0	-2936.001				
0.001	-75783.565				
0.001	57283.599				
0.002	40788.322				
0.002	-81292.514				
0.002	17142.46				
0.003	72989.628				
0.003	-63060.892				
0.004	-27276.401				
0.004	84717.849				
0.004	-26092.529				
0.005	-63755.43				
0.005	72468.725				
0.006	18531.536				
0.006	-81450.364				
0.006	39588.665				
0.007	58214.911				
0.007	-75246.877				
0.008	-4340.862				
0.008	81576.643				
0.008	-47149.658				
0.009	-46518.26				
0.009	81734.493				
0.01	-4956.476				
0.01	-74994.317				
0.01	58830.524				
0.011	38909.912				
0.011	-81497.719				
0.012	19257.644				
0.012	72026.746				
0.012	-64150.054				
0.013	-25540.056				
0.013	84702.064				
0.014	-28113.003				
0.014	-62445.279				
0.014	73478.962				
0.015	16447.922				
0.015	-81071.525				
0.016	41419.72				
0.016	56683.771				
0.016	-76115.049				
0.017	-2146.754				
0.017	80913.675				
0.018	-48901.788				
0.018	-44766.13				
0.018	82271.181				
0.019	-7040.09				
0.019	-74110.36				
0.02	60282.74				
0.02	36999.933				
0.02	-81766.063				
0.021	21325.473				
0.021	70827.09				
0.022	-65507.56				
0.022	-23393.302				
0.022	84749.419				
0.023	-29975.628				
0.023	-61103.558				
0.024	74489.199				
0.024	14474.803				
0.024	-80834.75				
0.025	43203.42				
0.025	55057.92				
0.026	-76872.727				
0.026	-142.065				
0.026	80392.772				
0.027	-50385.574				
0.027	-42998.215				
0.028	82823.655				
0.028	-9249.983				
0.028	-73147.478				
0.029	61813.881				
0.029	35153.093				
0.03	-81908.127				
0.03	23393.302				
0.03	69659.003				
0.031	-66801.926				
0.031	-21435.968				
0.032	84512.645				
0.032	-32011.887				
0.032	-59698.697				
0.033	75467.866				
0.033	12312.264				
0.034	-80345.417				
0.034	45050.259				
0.034	53495.21				
0.035	-77567.265				
0.035	2036.259				
0.036	79603.524				
0.036	-52169.274				
0.036	-41277.655				
0.037	83186.709				
0.037	-11238.887				
0.038	-72247.735				
0.038	63250.311				
0.038	33116.834				
0.039	-82097.547				
0.039	25524.271				
0.04	68396.207				
0.04	-67906.873				
0.04	-19304.999				
0.041	84402.15				
0.041	-33937.652				
0.042	-58072.847				
0.042	76478.103				
0.042	10212.865				
0.043	-79887.653				
0.043	46897.099				
0.044	51790.435				
0.044	-78277.588				
0.044	4183.013				
0.045	78830.061				
0.045	-53747.769				
0.046	-39304.536				
0.046	83565.548				
0.046	-13480.351				
0.047	-71190.143				
0.047	64576.248				
0.048	31238.424				
0.048	-82144.902				
0.048	27371.111				
0.049	67164.98				
0.049	-69106.529				
0.05	-17268.74				
0.05	84118.021				
0.05	-35784.491				
0.051	-56746.91				
0.051	77251.566				
0.052	8097.682				
0.052	-79382.535				
0.052	48649.229				
0.053	50180.369				
0.053	-78845.846				
0.054	6156.132				
0.054	78056.599				
0.054	-55263.125				
0.055	-37615.546				
0.055	83912.817				
0.056	-15437.685				
0.056	-70116.767				
0.056	66012.678				
0.057	29249.52				
0.057	-82208.041				
0.058	29438.94				
0.058	65839.044				
0.058	-70211.476				
0.059	-15216.696				
0.059	83833.892				
0.06	-37694.471				
0.06	-55168.415				
0.06	78119.738				
0.061	6203.487				
0.061	-78845.846				
0.062	50180.369				
0.062	48459.809				
0.062	-79414.105				
0.063	8366.026				
0.063	77251.566				
0.064	-56810.05				
0.064	-35595.072				
0.064	84196.946				
0.065	-17489.729				
0.065	-69027.605				
0.066	67228.12				
0.066	27071.196				
0.066	-82208.041				
0.067	31348.919				
0.067	64481.538				
0.068	-71300.638				
0.068	-13196.222				
0.068	83549.763				
0.069	-39493.955				
0.069	-53558.35				
0.07	78972.126				
0.07	3930.454				
0.07	-78198.663				
0.071	51995.639				
0.071	46660.325				
0.072	-79856.083				
0.072	10307.575				
0.072	76367.608				
0.073	-58230.696				
0.073	-33890.297				
0.074	84386.365				
0.074	-19447.064				
0.074	-67875.303				
0.075	68475.131				
0.075	25476.916				
0.076	-82097.547				
0.076	33322.038				
0.076	63108.247				
0.077	-72342.445				
0.077	-11128.393				
0.078	83186.709				
0.078	-41246.085				
0.078	-52058.779				
0.079	79603.524				
0.079	2036.259				
0.08	-77614.62				
0.08	53479.425				
0.08	44955.55				
0.081	-80329.632				
0.081	12470.114				
0.082	75452.081				
0.082	-59698.697				
0.082	-31932.962				
0.083	84528.43				
0.083	-21514.893				
0.084	-66738.786				
0.084	69643.218				
0.084	23345.947				
0.085	-82002.837				
0.085	34979.459				
0.086	61971.73				
0.086	-73163.263				
0.086	-9186.843				
0.087	82744.73				
0.087	-43108.71				
0.088	-50354.004				
0.088	80376.987				
0.088	-173.634				
0.089	-76841.157				
0.089	55199.985				
0.09	43282.344				
0.09	-80771.611				
0.09	14616.868				
0.091	74457.629				
0.091	-61087.773				
0.092	-30022.983				
0.092	84702.064				
0.092	-23488.012				
0.093	-65491.775				
0.093	70858.659				
0.094	21357.043				
0.094	-81813.418				
0.094	37110.427				
0.095	60203.815				
0.095	-74252.425				
0.096	-7134.799				
0.096	82255.396				
0.096	-44781.915				
0.097	-48791.293				
0.097	81024.17				
0.098	-2178.324				
0.098	-76036.124				
0.098	56746.91				
0.099	41451.29				
0.099	-81166.235				
0.1	16432.137				
0.1	73384.252				
0.1	-62539.989				
0.101	-28049.864				
0.101	84686.279				
0.102	-25397.991				
0.102	-64228.979				
0.102	71884.681				
0.103	19336.569				
0.103	-81529.288				
0.104	38878.342				
0.104	58846.309				
0.104	-74978.532				
0.105	-4972.261				
0.105	81781.848				
0.106	-46518.26				
0.106	-47039.164				
0.106	81592.428				
0.107	-4340.862				
0.107	-75246.877				
0.108	58293.836				
0.108	39541.31				
0.108	-81434.579				
0.109	18515.751				
0.109	72421.37				
0.11	-63676.505				
0.11	-26155.669				
0.11	84749.419				
0.111	-27402.68				
0.111	-62887.258				
0.112	73100.123				
0.112	17174.03				
0.112	-81245.159				
0.113	40772.537				
0.113	57236.244				
0.114	-75909.845				
0.114	-2841.292				
0.114	81134.665				
0.115	-48317.745				
0.115	-45350.173				
0.116	82081.762				
0.116	-6392.906				
0.116	-74441.844				
0.117	59824.976				
0.117	37615.546				
0.118	-81623.998				
0.118	20615.15				
0.118	71253.283				
0.119	-65160.291				
0.119	-24024.7				
0.12	84686.279				
0.12	-29391.585				
0.12	-61545.536				
0.121	74047.22				
0.121	15200.911				
0.122	-80866.32				
0.122	42572.021				
0.122	55720.888				
0.123	-76541.243				
0.123	-868.172				
0.124	80629.546				
0.124	-49817.315				
0.124	-43771.678				
0.125	82571.095				
0.125	-8413.381				
0.126	-73542.102				
0.126	61182.482				
0.126	35926.556				
0.127	-81813.418				
0.127	22619.839				
0.128	70164.121				
0.128	-66281.023				
0.128	-22241				
0.129	84528.43				
0.129	-31396.274				
0.13	-60203.815				
0.13	75104.812				
0.13	13101.512				
0.131	-80471.697				
0.131	44292.581				
0.132	54205.533				
0.132	-77298.921				
0.132	1183.872				
0.133	79856.083				
0.133	-51395.811				
0.134	-41987.978				
0.134	83013.074				
0.134	-10276.005				
0.135	-72626.574				
0.135	62666.268				
0.136	33842.942				
0.136	-82034.407				
0.136	24640.314				
0.137	68885.54				
0.137	-67496.464				
0.138	-20157.387				
0.138	84512.645				
0.138	-33227.329				
0.139	-58577.965				
0.139	76162.404				
0.14	11065.253				
0.14	-80013.933				
0.14	46202.561				
0.141	52390.263				
0.141	-78009.244				
0.142	3377.98				
0.142	79098.406				
0.142	-53132.156				
0.143	-40046.429				
0.143	83470.838				
0.144	-12770.028				
0.144	-71584.767				
0.144	64102.699				
0.145	31948.747				
0.145	-82129.117				
0.146	26708.143				
0.146	67670.099				
0.146	-68775.045				
0.147	-18026.418				
0.147	84260.086				
0.148	-35184.663				
0.148	-57236.244				
0.148	76935.867				
0.149	8760.65				
0.149	-79603.524				
0.15	48002.046				
0.15	50748.628				
0.15	-78640.642				
0.151	5445.809				
0.151	78388.083				
0.152	-54726.436				
0.152	-38168.019				
0.152	83786.537				
0.153	-14711.577				
0.153	-70464.036				
0.154	65491.775				
0.154	29801.994				
0.154	-82144.902				
0.155	28649.692				
0.155	66344.163				
0.156	-69785.283				
0.156	-15990.159				
0.156	84070.666				
0.157	-36984.148				
0.157	-55641.964				
0.158	77772.469				
