Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	64576.248				
0	64718.312				
0.001	61892.805				
0.001	62555.774				
0.002	58798.954				
0.002	63250.311				
0.002	41293.44				
0.003	-73478.962				
0.003	-77993.459				
0.004	-77062.146				
0.004	-75246.877				
0.004	-73905.156				
0.005	-72137.241				
0.005	-71553.197				
0.006	-69911.562				
0.006	-68411.992				
0.006	-67196.55				
0.007	-66233.668				
0.007	-64891.947				
0.008	-63218.742				
0.008	-62555.774				
0.008	-61229.837				
0.009	-60314.31				
0.009	-58435.9				
0.01	-58246.481				
0.01	-56967.9				
0.01	-50574.993				
0.011	64007.989				
0.011	84575.785				
0.012	77930.319				
0.012	79824.513				
0.012	75783.565				
0.013	75941.415				
0.013	73763.091				
0.014	73400.037				
0.014	70921.799				
0.014	70400.896				
0.015	68822.4				
0.015	68254.142				
0.016	65823.259				
0.016	65728.549				
0.016	63755.43				
0.017	63660.72				
0.017	60693.149				
0.018	61782.311				
0.018	58562.18				
0.018	57252.029				
0.019	-56005.018				
0.019	-83186.709				
0.02	-74331.349				
0.02	-77551.48				
0.02	-72737.069				
0.021	-73542.102				
0.021	-70700.81				
0.022	-71063.864				
0.022	-67922.658				
0.022	-68033.153				
0.023	-65775.904				
0.023	-65933.754				
0.024	-62808.333				
0.024	-63550.226				
0.024	-60519.514				
0.025	-61845.451				
0.025	-56999.47				
0.026	-60756.289				
0.026	-53321.575				
0.026	-61719.171				
0.027	42572.021				
0.027	89453.335				
0.028	75515.221				
0.028	81860.772				
0.028	74883.823				
0.029	77204.211				
0.029	73131.693				
0.03	74473.414				
0.03	70511.39				
0.03	71237.498				
0.031	68364.637				
0.031	69122.314				
0.032	65491.775				
0.032	66659.862				
0.032	63124.032				
0.033	65081.366				
0.033	59556.632				
0.034	64055.344				
0.034	55420.974				
0.034	66549.367				
0.035	-33385.178				
0.035	-87685.421				
0.036	-72168.811				
0.036	-79477.244				
0.036	-71932.036				
0.037	-74678.618				
0.037	-70179.906				
0.038	-71947.821				
0.038	-67701.669				
0.038	-68696.121				
0.039	-65507.56				
0.039	-66580.937				
0.04	-62587.343				
0.04	-64134.269				
0.04	-60188.03				
0.041	-62760.978				
0.041	-56462.781				
0.042	-61987.515				
0.042	-51727.295				
0.042	-66438.872				
0.043	17600.224				
0.043	91757.939				
0.044	74504.984				
0.044	83028.859				
0.044	74662.833				
0.045	77946.104				
0.045	72926.488				
0.046	75057.457				
0.046	70574.53				
0.046	71647.907				
0.047	68317.282				
0.047	69595.863				
0.048	65491.775				
0.048	67133.41				
0.048	62887.258				
0.049	65775.904				
0.049	59304.073				
0.05	64860.377				
0.05	54489.662				
0.05	69706.358				
0.051	-8081.897				
0.051	-88995.572				
0.052	-71742.617				
0.052	-80250.707				
0.052	-71947.821				
0.053	-75199.522				
0.053	-70211.476				
0.054	-72310.875				
0.054	-67970.013				
0.054	-68948.68				
0.055	-65712.764				
0.055	-66833.496				
0.056	-62966.182				
0.056	-64197.409				
0.056	-60440.59				
0.057	-62839.903				
0.057	-56967.9				
0.058	-61734.956				
0.058	-52500.758				
0.058	-65917.969				
0.059	-7845.122				
0.059	89516.475				
0.06	75625.716				
0.06	82634.235				
0.06	75404.726				
0.061	77914.534				
0.061	73384.252				
0.062	75136.382				
0.062	71158.574				
0.062	71726.832				
0.063	68711.906				
0.063	69627.433				
0.064	65981.109				
0.064	66943.991				
0.064	63471.301				
0.065	65539.13				
0.065	60093.321				
0.066	64339.473				
0.066	55736.673				
0.066	68112.077				
0.067	17031.966				
0.067	-85317.677				
0.068	-73415.822				
0.068	-79398.32				
0.068	-73021.198				
0.069	-74994.317				
0.069	-70795.52				
0.07	-72153.026				
0.07	-68696.121				
0.07	-68838.185				
0.071	-66233.668				
0.071	-66691.432				
0.072	-63723.86				
0.072	-63881.71				
0.072	-61308.762				
0.073	-62192.72				
0.073	-58309.621				
0.074	-60409.02				
0.074	-54900.071				
0.074	-62224.289				
0.075	-30685.951				
0.075	81118.88				
0.076	79019.481				
0.076	80850.535				
0.076	77141.071				
0.077	77125.286				
0.077	74378.704				
0.078	74647.048				
0.078	72153.026				
0.078	71442.703				
0.079	69469.583				
0.079	69406.444				
0.08	66959.776				
0.08	66502.012				
0.08	64418.398				
0.081	64813.022				
0.081	61608.676				
0.082	62760.978				
0.082	58530.61				
0.082	63787				
0.083	38941.482				
0.083	-75231.092				
0.084	-77377.846				
0.084	-77377.846				
0.084	-75025.887				
0.085	-73999.865				
0.085	-71932.036				
0.086	-71600.552				
0.086	-69737.928				
0.086	-68443.561				
0.087	-67038.7				
0.087	-66202.098				
0.088	-64749.882				
0.088	-63313.451				
0.088	-62397.924				
0.089	-61277.192				
0.089	-60124.891				
0.09	-58688.46				
0.09	-57836.072				
0.09	-57520.373				
0.091	-48665.014				
0.091	66470.442				
0.092	83881.247				
0.092	78309.158				
0.092	79461.459				
