Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	-68001.583				
0	-70353.541				
0.001	-65681.194				
0.001	-67480.679				
0.002	-63124.032				
0.002	-65791.689				
0.002	-59935.471				
0.003	-64307.903				
0.003	-55484.114				
0.004	-67780.593				
0.004	-16053.298				
0.004	85775.441				
0.005	73778.876				
0.005	79998.148				
0.006	73163.263				
0.006	75846.705				
0.006	70890.229				
0.007	73289.542				
0.007	68522.486				
0.008	70385.111				
0.008	65728.549				
0.008	68790.83				
0.009	62445.279				
0.009	67464.894				
0.01	57646.653				
0.01	71758.402				
0.01	10844.264				
0.011	-84954.624				
0.011	-69958.917				
0.012	-77535.695				
0.012	-69801.067				
0.012	-73179.048				
0.013	-67796.378				
0.013	-70495.605				
0.014	-65523.345				
0.014	-67622.744				
0.014	-62950.397				
0.015	-65902.184				
0.015	-59698.697				
0.016	-64607.818				
0.016	-55057.92				
0.016	-68490.916				
0.017	-11380.952				
0.017	86896.173				
0.018	73257.972				
0.018	80266.492				
0.018	72926.488				
0.019	75972.985				
0.019	70732.38				
0.02	73257.972				
0.02	68348.852				
0.02	70416.681				
0.021	65602.27				
0.021	68822.4				
0.022	62208.505				
0.022	67638.529				
0.022	57315.169				
0.023	72105.671				
0.023	6014.068				
0.024	-85696.516				
0.024	-69580.078				
0.024	-77725.114				
0.025	-69627.433				
0.025	-73210.618				
0.026	-67701.669				
0.026	-70542.96				
0.026	-65460.205				
0.027	-67685.884				
0.027	-62745.193				
0.028	-65981.109				
0.028	-59477.707				
0.028	-64686.742				
0.029	-54647.511				
0.029	-68932.895				
0.03	-6219.272				
0.03	87937.98				
0.03	72800.209				
0.031	80455.912				
0.031	72626.574				
0.032	75988.77				
0.032	70558.745				
0.032	73400.037				
0.033	68175.217				
0.033	70448.251				
0.034	65428.635				
0.034	68932.895				
0.034	62034.87				
0.035	67701.669				
0.035	57094.179				
0.036	72389.8				
0.036	631.398				
0.036	-86248.99				
0.037	-69311.734				
0.037	-77851.394				
0.038	-69469.583				
0.038	-73226.403				
0.038	-67559.604				
0.039	-70558.745				
0.039	-65302.356				
0.04	-67575.389				
0.04	-62666.268				
0.04	-65996.894				
0.041	-59256.718				
0.041	-64781.452				
0.042	-54394.952				
0.042	-69295.949				
0.042	-1104.947				
0.043	88632.518				
0.043	72452.94				
0.044	80582.191				
0.044	72405.585				
0.044	76067.694				
0.045	70464.036				
0.045	73368.467				
0.046	68064.723				
0.046	70511.39				
0.046	65428.635				
0.047	68917.11				
0.047	61924.375				
0.048	67749.023				
0.048	57078.394				
0.048	72374.015				
0.049	-4640.777				
0.049	-86627.829				
0.05	-69138.099				
0.05	-77882.964				
0.05	-69327.519				
0.051	-73257.972				
0.051	-67496.464				
0.052	-70558.745				
0.052	-65065.581				
0.052	-67622.744				
0.053	-62524.204				
0.053	-65996.894				
0.054	-59146.223				
0.054	-64828.807				
0.054	-54284.458				
0.055	-69422.229				
0.055	4040.948				
0.056	89042.927				
0.056	72184.596				
0.056	80629.546				
0.057	72295.09				
0.057	76146.619				
0.058	70353.541				
0.058	73431.607				
0.058	67985.798				
0.059	70495.605				
0.059	65381.28				
0.06	68885.54				
0.06	61924.375				
0.06	67654.314				
0.061	56983.685				
0.061	72279.305				
0.062	-9723.532				
0.062	-86659.399				
0.062	-69043.39				
0.063	-77898.749				
0.063	-69201.239				
0.064	-73257.972				
0.064	-67433.324				
0.064	-70479.821				
0.065	-65049.796				
0.065	-67528.034				
