Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	8618.585				
0	-80629.546				
0.001	-21009.774				
0.001	80897.89				
0.002	23993.13				
0.002	-76856.942				
0.002	-35421.437				
0.003	74725.973				
0.003	38799.417				
0.004	-70606.1				
0.004	-48286.175				
0.004	65917.969				
0.005	52327.123				
0.005	-61813.881				
0.006	-59540.847				
0.006	54600.157				
0.006	64023.774				
0.007	-51048.542				
0.007	-68696.121				
0.008	41435.505				
0.008	73336.897				
0.008	-38483.718				
0.009	-75562.576				
0.009	26960.702				
0.01	79998.148				
0.01	-24514.034				
0.01	-79919.223				
0.011	11649.296				
0.011	83612.902				
0.012	-9392.048				
0.012	-81766.063				
0.012	-3819.959				
0.013	84196.946				
0.013	6235.057				
0.014	-80897.89				
0.014	-19178.719				
0.014	81497.719				
0.015	21814.807				
0.015	-77614.62				
0.016	-33448.318				
0.016	75830.92				
0.016	36715.803				
0.017	-71600.552				
0.017	-46597.185				
0.018	67307.045				
0.018	50417.144				
0.018	-63297.666				
0.019	-57962.352				
0.019	56478.566				
0.02	62366.354				
0.02	-52863.812				
0.02	-67401.754				
0.021	43550.689				
0.021	72089.886				
0.022	-40488.408				
0.022	-74615.479				
0.022	29312.66				
0.023	79193.115				
0.023	-26739.712				
0.024	-79350.965				
0.024	14111.749				
0.024	83234.064				
0.025	-11633.511				
0.025	-81687.138				
0.026	-1389.076				
0.026	84307.44				
0.026	3741.034				
0.027	-81213.589				
0.027	-16732.051				
0.028	82144.902				
0.028	19415.494				
0.028	-78277.588				
0.029	-31191.07				
0.029	76920.082				
0.03	34458.555				
0.03	-72705.499				
0.03	-44576.711				
0.031	68869.755				
0.031	48301.96				
0.032	-64844.592				
0.032	-56241.792				
0.032	58293.836				
0.033	60598.439				
0.033	-54600.157				
0.034	-66091.603				
0.034	45744.797				
0.034	70795.52				
0.035	-42508.882				
0.035	-73652.596				
0.036	31680.403				
0.036	78246.018				
0.036	-28965.391				
0.037	-78845.846				
0.037	16495.277				
0.038	82871.01				
0.038	-13985.469				
0.038	-81434.579				
0.039	1010.237				
0.039	84339.01				
0.04	1373.291				
0.04	-81434.579				
0.04	-14427.448				
0.041	82697.375				
0.041	16889.901				
0.042	-78908.986				
0.042	-29075.886				
0.042	77977.674				
0.043	32027.672				
0.043	-73715.736				
0.044	-42635.161				
0.044	70306.186				
0.044	46155.206				
0.045	-66281.023				
0.045	-54568.587				
0.046	60093.321				
0.046	58798.954				
0.046	-56336.502				
0.047	-64655.172				
0.047	47875.766				
0.048	69280.164				
0.048	-44624.066				
0.048	-72579.219				
0.049	33906.082				
0.049	77283.136				
0.05	-31080.575				
0.05	-78198.663				
0.05	18957.73				
0.051	82381.676				
0.051	-16416.352				
0.052	-81213.589				
0.052	3472.69				
0.052	84370.58				
0.053	-978.667				
0.053	-81687.138				
0.054	-11901.855				
0.054	83186.709				
0.054	14585.298				
0.055	-79461.459				
0.055	-26787.067				
0.056	78845.846				
0.056	29817.778				
0.056	-74694.403				
0.057	-40504.192				
0.057	71600.552				
0.058	44213.657				
0.058	-67449.109				
0.058	-52832.242				
0.059	61908.59				
0.059	57015.255				
0.06	-57978.137				
0.06	-63250.311				
0.06	49817.315				
0.061	67843.733				
0.061	-46502.475				
0.062	-71600.552				
0.062	36084.405				
0.062	76209.759				
0.063	-33290.468				
0.063	-77409.415				
0.064	21325.473				
0.064	81734.493				
0.064	-18768.311				
0.065	-80897.89				
0.065	5808.863				
0.066	84196.946				
0.066	-3504.26				
0.066	-81797.633				
0.067	-9581.467				
0.067	83549.763				
0.068	12075.49				
0.068	-79871.868				
0.068	-24687.668				
0.069	79666.664				
0.069	27544.745				
0.07	-75673.07				
0.07	-38483.718				
0.07	72942.273				
0.071	42003.763				
0.071	-68759.261				
0.072	-50938.047				
0.072	63566.011				
0.072	55136.845				
0.073	-59651.342				
0.073	-61750.741				
0.074	51822.005				
0.074	66233.668				
0.074	-48396.67				
0.075	-70385.111				
0.075	38357.439				
0.076	75041.672				
0.076	-35405.652				
0.076	-76683.308				
0.077	23645.861				
0.077	81087.31				
0.078	-21120.269				
0.078	-80550.621				
0.078	8239.746				
0.079	83991.741				
0.079	-5950.928				
