Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	-73810.446				
0	-67480.679				
0.001	-63092.462				
0.001	-74441.844				
0.002	17174.03				
0.002	80487.481				
0.002	69659.003				
0.003	68001.583				
0.003	78182.878				
0.004	-2541.378				
0.004	-78167.093				
0.004	-64781.452				
0.005	-65633.84				
0.005	-73068.553				
0.006	-16195.363				
0.006	80645.331				
0.006	68443.561				
0.007	70353.541				
0.007	75357.371				
0.008	30196.617				
0.008	-75909.845				
0.008	-64023.774				
0.009	-68569.841				
0.009	-67922.658				
0.01	-45492.238				
0.01	71537.412				
0.01	70148.336				
0.011	72089.886				
0.011	70558.745				
0.012	56652.201				
0.012	-63108.247				
0.012	-67117.625				
0.013	-69516.938				
0.013	-63660.72				
0.014	-65428.635				
0.014	51190.606				
0.014	74868.038				
0.015	71821.542				
0.015	67575.389				
0.016	72737.069				
0.016	-39036.192				
0.016	-72910.703				
0.017	-67812.163				
0.017	-62934.612				
0.018	-74047.22				
0.018	21688.527				
0.018	79982.363				
0.019	69927.347				
0.019	67796.378				
0.02	78167.093				
0.02	-7166.369				
0.02	-77867.179				
0.021	-65049.796				
0.021	-65223.431				
0.022	-73605.241				
0.022	-11838.716				
0.022	81087.31				
0.023	68475.131				
0.023	70022.057				
0.024	75925.63				
0.024	26045.174				
0.024	-76825.372				
0.025	-64039.559				
0.025	-68254.142				
0.026	-68617.196				
0.026	-42130.043				
0.026	73368.467				
0.027	69801.067				
0.027	71900.466				
0.028	71205.928				
0.028	53605.704				
0.028	-65539.13				
0.029	-66517.797				
0.029	-69611.648				
0.03	-64102.699				
0.03	-63423.946				
0.03	54631.726				
0.031	74094.575				
0.031	71995.176				
0.032	67764.808				
0.032	71347.993				
0.032	-42619.376				
0.033	-72089.886				
0.033	-68143.647				
0.034	-62760.978				
0.034	-73605.241				
0.034	25697.905				
0.035	79493.029				
0.035	70179.906				
0.036	67528.034				
0.036	77961.889				
0.036	-11270.457				
0.037	-77551.48				
0.037	-65365.495				
0.038	-64860.377				
0.038	-73968.295				
0.038	-7766.197				
0.039	81355.654				
0.039	68601.411				
0.04	69690.573				
0.04	76478.103				
0.04	22020.011				
0.041	-77488.34				
0.041	-63976.419				
0.042	-67970.013				
0.042	-69343.304				
0.042	-38752.063				
0.043	74994.317				
0.043	69422.229				
0.044	71821.542				
0.044	71711.047				
0.044	50811.768				
0.045	-67480.679				
0.045	-65981.109				
0.046	-69595.863				
0.046	-64528.893				
0.046	-61387.687				
0.047	57425.663				
0.047	73447.392				
0.048	71995.176				
0.048	68080.507				
0.048	69769.498				
0.049	-46060.496				
0.049	-71347.993				
0.05	-68506.701				
0.05	-62760.978				
0.05	-72926.488				
0.051	29801.994				
0.051	78908.986				
0.052	70400.896				
0.052	67417.539				
0.052	77677.76				
0.053	-15706.029				
0.053	-77014.792				
0.054	-65728.549				
0.054	-64481.538				
0.054	-74378.704				
0.055	-3330.625				
0.055	81529.288				
0.056	68727.691				
0.056	69374.874				
0.056	77014.792				
0.057	17852.783				
0.057	-77993.459				
0.058	-63929.065				
0.058	-67654.314				
0.058	-70053.627				
0.059	-35026.813				
0.059	76414.963				
0.06	69074.96				
0.06	71584.767				
0.06	72452.94				
0.061	47528.497				
0.061	-69501.153				
0.062	-65507.56				
0.062	-69469.583				
0.062	-64955.087				
0.063	-59098.869				
0.063	60377.45				
0.064	72737.069				
0.064	72153.026				
0.064	68364.637				
0.065	67922.658				
0.065	-49485.831				
0.066	-70527.175				
0.066	-68711.906				
0.066	-62713.623				
0.067	-72026.746				
0.067	33748.232				
0.068	78293.373				
0.068	70685.025				
0.068	67370.185				
0.069	77204.211				
0.069	-19952.182				
0.07	-76478.103				
0.07	-66091.603				
0.07	-64181.624				
0.071	-74568.124				
0.071	994.452				
0.072	81545.073				
0.072	68838.185				
0.072	69059.175				
