Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	84686.279				
0	86185.85				
0.001	82208.041				
0.001	82065.977				
0.002	80013.933				
0.002	79272.04				
0.002	76809.587				
0.003	76020.339				
0.003	74710.188				
0.004	73463.177				
0.004	71553.197				
0.004	70700.81				
0.005	69659.003				
0.005	68001.583				
0.006	66770.356				
0.006	65633.84				
0.006	64986.656				
0.007	62997.752				
0.007	62492.634				
0.008	60772.074				
0.008	60850.998				
0.008	57914.997				
0.009	58893.664				
0.009	55578.824				
0.01	57772.932				
0.01	52263.983				
0.01	57204.674				
0.011	48002.046				
0.011	61561.321				
0.012	3093.851				
0.012	-93746.843				
0.012	-79429.89				
0.013	-86485.764				
0.013	-79177.33				
0.014	-81371.439				
0.014	-77046.361				
0.014	-78356.513				
0.015	-74694.403				
0.015	-74489.199				
0.016	-72310.875				
0.016	-72042.531				
0.016	-69643.218				
0.017	-68790.83				
0.017	-67433.324				
0.018	-66596.722				
0.018	-64655.172				
0.018	-63818.57				
0.019	-62618.913				
0.019	-61877.02				
0.02	-59888.116				
0.02	-59477.707				
0.02	-57772.932				
0.021	-57709.793				
0.021	-54947.426				
0.022	-55941.878				
0.022	-52721.747				
0.022	-54631.726				
0.023	-49406.907				
0.023	-54095.038				
0.024	-45413.313				
0.024	-56999.47				
0.024	40898.816				
0.025	97266.888				
0.025	81702.923				
0.026	88869.292				
0.026	81071.525				
0.026	83597.117				
0.027	79398.32				
0.027	80519.051				
0.028	76699.092				
0.028	76762.232				
0.028	74694.403				
0.029	74252.425				
0.029	71805.757				
0.03	71048.079				
0.03	69864.207				
0.03	68617.196				
0.031	66865.066				
0.031	65996.894				
0.032	65112.936				
0.032	63581.796				
0.032	62445.279				
0.033	61308.762				
0.033	60740.504				
0.034	58877.879				
0.034	58388.546				
0.034	56841.62				
0.035	56825.835				
0.035	54189.748				
0.036	55231.555				
0.036	51458.951				
0.036	56099.727				
0.037	33700.877				
0.037	-80708.471				
0.038	-84607.355				
0.038	-83944.386				
0.038	-81687.138				
0.039	-80282.277				
0.039	-78419.652				
0.04	-77804.039				
0.04	-75909.845				
0.04	-74283.994				
0.041	-72973.843				
0.041	-72121.456				
0.042	-70369.326				
0.042	-69011.82				
0.042	-67780.593				
0.043	-66943.991				
0.043	-65223.431				
0.044	-64165.839				
0.044	-62839.903				
0.044	-62224.289				
0.045	-60109.106				
0.045	-59824.976				
0.046	-57914.997				
0.046	-58088.631				
0.046	-55105.275				
0.047	-56226.007				
0.047	-52863.812				
0.048	-55105.275				
0.048	-49391.122				
0.048	-54773.791				
0.049	-44971.335				
0.049	-59382.998				
0.05	6329.767				
0.05	97361.598				
0.05	81734.493				
0.051	89327.056				
0.051	81576.643				
0.052	84118.021				
0.052	79556.169				
0.052	81024.17				
0.053	77204.211				
0.053	77156.856				
0.054	74883.823				
0.054	74678.618				
0.054	72168.811				
0.055	71442.703				
0.055	70037.842				
0.056	69153.884				
0.056	67228.12				
0.056	66296.808				
0.057	65255.001				
0.057	64213.194				
0.058	62476.849				
0.058	61987.515				
0.058	60535.299				
0.059	59935.471				
0.059	57788.717				
0.06	58104.416				
0.06	55736.673				
0.06	56368.071				
0.061	52832.242				
0.061	55326.264				
0.062	50148.8				
0.062	53747.769				
0.062	-56099.727				
0.063	-91536.949				
0.063	-80313.847				
0.064	-84844.129				
0.064	-78861.631				
0.064	-80171.782				
0.065	-76999.007				
0.065	-77204.211				
0.066	-74110.36				
0.066	-73731.521				
0.066	-72010.961				
0.067	-71158.574				
0.067	-69074.96				
0.068	-68285.712				
0.068	-67070.27				
0.068	-65744.334				
0.069	-64165.839				
0.069	-63218.742				
0.07	-62382.139				
0.07	-60756.289				
0.07	-59761.837				
0.071	-58483.255				
0.071	-58120.201				
0.072	-56020.802				
0.072	-55862.953				
0.072	-53858.264				
0.073	-54521.232				
0.073	-51032.757				
0.074	-53037.446				
0.074	-47954.691				
0.074	-54758.006				
0.075	-25050.722				
0.075	87085.592				
0.076	86043.785				
0.076	87369.722				
0.076	83786.537				
0.077	83281.418				
0.077	80724.256				
0.078	80629.546				
0.078	78246.018				
0.078	77046.361				
0.079	75515.221				
0.079	74757.543				
0.08	72831.779				
0.08	71537.412				
0.08	70369.326				
0.081	69485.368				
0.081	67622.744				
0.082	66675.647				
0.082	65397.065				
0.082	64718.312				
0.083	62666.268				
0.083	62303.214				
0.084	60503.729				
0.084	60661.579				
0.084	57583.513				
0.085	58893.664				
0.085	55263.125				
0.086	57694.008				
0.086	51806.22				
0.086	57425.663				
0.087	47323.293				
