Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	36258.04				
0	-72437.155				
0.001	-71568.982				
0.001	-73179.048				
0.002	-69374.874				
0.002	-69911.562				
0.002	-67606.959				
0.003	-67875.303				
0.003	-64749.882				
0.004	-66486.227				
0.004	-53621.489				
0.004	58467.47				
0.005	74899.608				
0.005	70100.982				
0.006	70621.885				
0.006	67638.529				
0.006	68317.282				
0.007	65933.754				
0.007	65649.625				
0.008	63613.365				
0.008	59335.643				
0.008	-51743.08				
0.009	-77882.964				
0.009	-69595.863				
0.01	-72831.779				
0.01	-67417.539				
0.01	-70542.96				
0.011	-65381.28				
0.011	-68727.691				
0.012	-61198.267				
0.012	-69295.949				
0.012	31585.693				
0.013	80850.535				
0.013	66833.496				
0.014	73936.725				
0.014	65570.7				
0.014	70921.799				
0.015	63708.075				
0.015	69138.099				
0.016	59146.223				
0.016	71442.703				
0.016	-22414.635				
0.017	-82776.3				
0.017	-67070.27				
0.018	-75420.511				
0.018	-66107.388				
0.018	-72168.811				
0.019	-64260.549				
0.019	-70732.38				
0.02	-59304.073				
0.02	-74315.564				
0.02	-1168.087				
0.021	81923.912				
0.021	66344.163				
0.022	74946.963				
0.022	65412.85				
0.022	71490.058				
0.023	63613.365				
0.023	70037.842				
0.024	58767.384				
0.024	73510.532				
0.024	10654.844				
0.025	-81292.514				
0.025	-67859.518				
0.026	-75294.232				
0.026	-66912.421				
0.026	-71679.477				
0.027	-65333.925				
0.027	-69927.347				
0.028	-61277.192				
0.028	-71553.197				
0.028	-32485.436				
0.029	73826.231				
0.029	69753.713				
0.03	73084.338				
0.03	67717.454				
0.03	69895.777				
0.031	65618.055				
0.031	68285.712				
0.032	61845.451				
0.032	68917.11				
0.032	40709.397				
0.033	-69785.283				
0.033	-72484.51				
0.034	-72658.144				
0.034	-69958.917				
0.034	-69453.798				
0.035	-68127.862				
0.035	-67496.464				
0.036	-65460.205				
0.036	-65460.205				
0.036	-56983.685				
0.037	54615.942				
0.037	76051.909				
0.038	69453.798				
0.038	71300.638				
0.038	67291.26				
0.039	68838.185				
0.039	65507.56				
