Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	51553.66				
0	-78167.093				
0.001	61545.536				
0.001	-15200.911				
0.002	-41498.645				
0.002	74173.5				
0.002	-70464.036				
0.003	27450.035				
0.003	27355.326				
0.004	-70290.401				
0.004	74205.07				
0.004	-41751.204				
0.005	-15027.276				
0.005	61356.117				
0.006	-78198.663				
0.006	51695.725				
0.006	-552.473				
0.007	-53305.79				
0.007	76856.942				
0.008	-62682.053				
0.008	13369.856				
0.008	40551.547				
0.009	-75720.425				
0.009	68901.325				
0.01	-28476.057				
0.01	-29107.456				
0.01	69011.82				
0.011	-75562.576				
0.011	40077.999				
0.012	13938.115				
0.012	-63076.677				
0.012	76793.802				
0.013	-52753.317				
0.013	-1215.441				
0.014	52232.413				
0.014	-78324.943				
0.014	61056.203				
0.015	-14332.738				
0.015	-42272.107				
0.016	74410.274				
0.016	-70069.412				
0.016	26692.358				
0.017	28176.143				
0.017	-70795.52				
0.018	74015.65				
0.018	-40993.526				
0.018	-15784.954				
0.019	61987.515				
0.019	-78151.308				
0.02	50985.402				
0.02	347.269				
0.02	-53952.973				
0.021	76856.942				
0.021	-62240.074				
0.022	12454.329				
0.022	41277.655				
0.022	-75909.845				
0.023	68490.916				
0.023	-27702.595				
0.024	-29944.058				
0.024	69595.863				
0.024	-75262.662				
0.025	39225.611				
0.025	14727.362				
0.026	-63708.075				
0.026	76778.017				
0.026	-52011.424				
0.027	-2194.109				
0.027	52863.812				
0.028	-78356.513				
0.028	60440.59				
0.028	-13480.351				
0.029	-42950.86				
0.029	74615.479				
0.03	-69674.788				
0.03	25903.11				
0.03	28996.961				
0.031	-71158.574				
0.031	73636.811				
0.032	-40172.708				
0.032	-16558.417				
0.032	62524.204				
0.033	-78040.814				
0.033	50322.434				
0.034	1183.872				
0.034	-54615.942				
0.034	76920.082				
0.035	-61671.816				
0.035	11665.081				
