Time (ms) - In-Phase Raw Data	Amplitude (uV) - In-Phase Raw Data	Time (ms) - Quad-Phase Raw Data	Amplitude (uV) - Quad-Phase Raw Data	Time (ms) - Envelope	Amplitude (uV) - Envelope
0	77961.889				
0	42493.097				
0.001	-69737.928				
0.001	-48049.401				
0.002	68790.83				
0.002	56241.792				
0.002	-60693.149				
0.003	-59351.428				
0.003	57173.104				
0.004	67985.798				
0.004	-49596.326				
0.004	-68601.411				
0.005	43629.613				
0.005	77425.2				
0.006	-36684.234				
0.006	-75436.296				
0.006	28807.541				
0.007	84118.021				
0.007	-22241				
0.008	-79777.159				
0.008	13212.007				
0.008	87669.636				
0.009	-6866.455				
0.009	-81576.643				
0.01	-2651.872				
0.01	87985.335				
0.01	9013.209				
0.011	-80613.761				
0.011	-18200.052				
0.012	85128.258				
0.012	24971.798				
0.012	-77046.361				
0.013	-32801.135				
0.013	79256.255				
0.014	40156.923				
0.014	-70858.659				
0.014	-46092.066				
0.015	70321.971				
0.015	54252.888				
0.016	-62318.999				
0.016	-57788.717				
0.016	59177.793				
0.017	66281.023				
0.017	-51616.8				
0.018	-67322.83				
0.018	45965.787				
0.018	76020.339				
0.019	-38799.417				
0.019	-74536.554				
0.02	31254.209				
0.02	83170.924				
0.02	-24719.238				
0.021	-79287.825				
0.021	15690.244				
0.022	87275.012				
0.022	-9439.403				
0.022	-81434.579				
0.023	-220.989				
0.023	88174.754				
0.024	6566.541				
0.024	-80945.245				
0.024	-15832.309				
0.025	85838.581				
0.025	22493.56				
0.026	-77804.039				
0.026	-30528.101				
0.026	80282.277				
0.027	37915.46				
0.027	-71979.391				
0.028	-44245.227				
0.028	71916.251				
0.028	52121.919				
0.029	-63787				
0.029	-56068.157				
0.03	61024.633				
0.03	64639.387				
0.03	-53226.866				
0.031	-65933.754				
0.031	48049.401				
0.032	74757.543				
0.032	-40740.967				
0.032	-73589.456				
0.033	33590.383				
0.033	82302.751				
0.034	-26929.132				
0.034	-78719.567				
0.034	18184.267				
0.035	86801.463				
0.035	-11728.221				
0.036	-81308.299				
0.036	2304.603				
0.036	88269.464				
0.037	4040.948				
0.037	-81197.804				
0.038	-13338.286				
0.038	86359.484				
0.038	19999.537				
0.039	-78403.868				
0.039	-28333.993				
0.04	81308.299				
0.04	35421.437				
0.04	-73115.908				
0.041	-42066.903				
0.041	73494.747				
0.042	49864.67				
0.042	-65223.431				
0.042	-54221.318				
0.043	62934.612				
0.043	62650.483				
0.044	-55136.845				
0.044	-64560.463				
0.044	50338.219				
0.045	73226.403				
0.045	-43108.71				
0.046	-72516.08				
0.046	36021.265				
0.046	81229.374				
0.047	-29328.445				
0.047	-78056.599				
0.048	20646.72				
0.048	86343.699				
0.048	-14285.384				
0.049	-81071.525				
0.049	4924.906				
0.05	88269.464				
0.05	1515.356				
0.05	-81418.794				
0.051	-10875.833				
0.051	86896.173				
0.052	17442.374				
0.052	-79082.621				
0.052	-25997.82				
0.053	82397.461				
0.053	33069.479				
0.054	-74126.145				
0.054	-40030.644				
0.054	74931.178				
0.055	47702.132				
0.055	-66675.647				
0.056	-52500.758				
0.056	64686.742				
0.056	60772.074				
0.057	-56983.685				
0.057	-63045.107				
0.058	52295.553				
0.058	71742.617				
0.058	-45208.109				
0.059	-71284.853				
0.059	38515.288				
0.06	80187.567				
0.06	-31601.478				
0.06	-77330.491				
0.061	23282.807				
0.061	85791.226				
0.062	-16874.116				
0.062	-80661.116				
0.062	7687.273				
0.063	88080.044				
0.063	-1136.517				
0.064	-81545.073				
0.064	-8287.101				
0.064	87353.937				
0.065	14806.287				
0.065	-79635.094				
0.066	-23488.012				
0.066	83391.913				
0.066	30528.101				
0.067	-75104.812				
0.067	-37852.32				
0.068	76336.039				
0.068	45350.173				
0.068	-68080.507				
0.069	-50622.348				
0.069	66565.152				
0.07	58688.46				
0.07	-58720.03				
0.07	-61387.687				
0.071	54584.372				
0.071	70148.336				
0.072	-47149.658				
0.072	-70100.982				
0.072	40740.967				
0.073	78987.911				
0.073	-33969.221				
0.074	-76572.813				
0.074	25666.336				
0.074	85080.903				
0.075	-19241.859				
0.075	-80345.417				
0.076	9881.381				
0.076	88016.905				
0.076	-3646.324				
0.077	-81592.428				
0.077	-5840.433				
0.078	87732.775				
0.078	12280.694				
0.078	-80061.288				
0.079	-21246.548				
0.079	84165.376				
0.08	28144.573				
0.08	-76051.909				
0.08	-35579.287				
0.081	77598.835				
0.081	43077.14				
0.082	-69343.304				
0.082	-48554.519				
0.082	68301.497				
0.083	56746.91				
0.083	-60235.385				
0.084	-59746.052				
0.084	56699.555				
0.084	68427.776				
0.085	-49201.702				
0.085	-68885.54				
0.086	43061.355				
0.086	77756.684				
0.086	-36100.19				
0.087	-75673.07				
0.087	28144.573				
0.088	84323.225				
0.088	-21609.602				
0.088	-79966.578				
0.089	12612.178				
0.089	87716.991				
0.09	-6298.197				
0.09	-81529.288				
0.09	-3283.27				
0.091	87985.335				
0.091	9770.887				
0.092	-80534.836				
0.092	-18768.311				
0.092	84986.193				
0.093	25508.486				
0.093	-76825.372				
0.094	-33448.318				
0.094	78940.556				
0.094	40788.322				
0.095	-70621.885				
0.095	-46723.464				
0.096	69974.702				
0.096	54821.146				
0.096	-61892.805				
0.097	-58183.341				
0.097	58720.03				
0.098	66707.216				
0.098	-51064.327				
0.098	-67654.314				
0.099	45318.604				
0.099	76414.963				
0.1	-38215.374				
0.1	-74757.543				
0.1	30654.381				
0.101	83486.623				
0.101	-24135.195				
0.102	-79414.105				
0.102	14995.706				
0.102	87385.506				
0.103	-8823.789				
0.103	-81466.149				
0.104	-1546.926				
0.104	88158.969				
0.104	8492.305				
0.105	-80818.966				
0.105	-17616.009				
0.106	85365.032				
0.106	24450.894				
0.106	-77125.286				
0.107	-32374.941				
0.107	79508.814				
0.108	39509.74				
0.108	-71158.574				
0.108	-45697.442				
0.109	70779.735				
0.109	53542.565				
0.11	-62666.268				
0.11	-57346.739				
0.11	59556.632				
0.111	65807.474				
0.111	-51932.499				
0.112	-66991.346				
0.112	46391.98				
0.112	75736.21				
0.113	-39336.106				
0.113	-74268.21				
0.114	31743.543				
0.114	83028.859				
0.114	-25129.647				
0.115	-79161.545				
0.115	16163.793				
0.116	87164.517				
0.116	-9818.242				
0.116	-81450.364				
0.117	363.054				
0.117	88174.754				
0.118	6187.702				
0.118	-80961.03				
0.118	-15279.836				
0.119	85933.291				
0.119	22051.581				
0.12	-77804.039				
0.12	-30117.693				
0.12	80550.621				
0.121	37410.341				
0.121	-72231.95				
0.122	-43755.893				
0.122	72247.735				
0.122	51601.015				
0.123	-64086.914				
0.123	-55736.673				
0.124	61482.397				
0.124	64165.839				
0.124	-53731.984				
0.125	-65618.055				
0.125	48538.734				
0.126	74441.844				
0.126	-41356.58				
0.126	-73384.252				
0.127	34111.286				
0.127	82050.192				
0.128	-27434.25				
0.128	-78640.642				
0.128	18689.386				
0.129	86738.323				
0.129	-12233.34				
0.13	-81245.159				
0.13	2825.507				
0.13	88269.464				
0.131	3551.615				
0.131	-81197.804				
0.132	-12943.662				
0.132	86485.764				
0.132	19494.418				
0.133	-78624.857				
0.133	-27923.584				
0.134	81576.643				
0.134	34995.243				
0.134	-73305.327				
0.135	-41672.279				
0.135	73699.951				
0.136	49517.401				
0.136	-65539.13				
0.136	-53921.404				
0.137	63297.666				
0.137	62318.999				
0.138	-55484.114				
0.138	-64228.979				
0.138	50669.703				
0.139	72958.058				
0.139	-43440.194				
0.14	-72263.52				
0.14	36479.029				
0.14	81087.31				
0.141	-29754.639				
0.141	-77867.179				
0.142	21167.624				
0.142	86264.775				
0.142	-14711.577				
0.143	-80961.03				
0.143	5240.605				
0.144	88269.464				
0.144	962.882				
0.144	-81529.288				
0.145	-10496.995				
0.145	86959.313				
0.146	16953.041				
0.146	-79240.47				
0.146	-25571.626				
0.147	82555.31				
0.147	32595.93				
0.148	-74283.994				
0.148	-39636.02				
0.148	75183.737				
0.149	47339.078				
0.149	-67007.131				
0.15	-51900.929				
0.15	65128.721				
0.15	60393.235				
0.151	-57252.029				
0.151	-62666.268				
0.152	52879.597				
0.152	71379.563				
0.152	-45492.238				
0.153	-71142.789				
0.153	38973.052				
0.154	79998.148				
0.154	-31964.532				
0.154	-77235.781				
0.155	23614.291				
0.155	85649.162				
0.156	-17189.815				
0.156	-80724.256				
0.156	7781.982				
0.157	88143.184				
0.157	-1546.926				
0.158	-81545.073				
0.158	-8018.757				
0.158	87417.076				
0.159	14522.158				
0.159	-79635.094				
0.16	-23298.592				
0.16	83486.623				
0.16	30228.187				
0.161	-75278.447				
0.161	-37520.836				
0.162	76525.458				
0.162	45002.904				
0.162	-68269.927				
0.163	-50290.864				
0.163	66738.786				
0.164	58499.04				
0.164	-58909.449				
0.164	-61182.482				
0.165	54900.071				
0.165	69895.777				
0.166	-47465.357				
0.166	-69943.132				
0.166	41040.881				
0.167	78830.061				
0.167	-34221.781				
0.168	-76414.963				
0.168	26045.174				
0.168	84970.408				
0.169	-19557.558				
0.169	-80298.062				
0.17	10307.575				
0.17	87985.335				
0.17	-3977.808				
0.171	-81513.504				
0.171	-5461.594				
0.172	87764.345				
0.172	11933.425				
0.172	-80171.782				
0.173	-20946.634				
0.173	84275.87				
0.174	27797.304				
0.174	-76178.189				
0.174	-35326.728				
0.175	77788.254				
0.175	42808.796				
0.176	-69532.723				
0.176	-48365.1				
0.176	68585.626				
0.177	56462.781				
0.177	-60519.514				
0.178	-59588.202				
0.178	56983.685				
0.178	68159.432				
0.179	-49343.767				
0.179	-68743.476				
0.18	43361.269				
0.18	77551.48				
0.18	-36431.674				
0.181	-75594.146				
0.181	28428.703				
0.182	84212.731				
0.182	-21909.516				
0.182	-79871.868				
0.183	12801.598				
0.183	87716.991				
0.184	-6440.261				
0.184	-81592.428				
0.184	-2999.141				
0.185	88016.905				
0.185	9407.833				
0.186	-80613.761				
0.186	-18547.321				
0.186	85033.548				
0.187	25382.206				
0.187	-76904.297				
0.188	-33085.264				
0.188	79051.051				
0.188	40504.192				
0.189	-70669.24				
0.189	-46376.195				
0.19	70211.476				
0.19	54331.812				
0.19	-62145.365				
0.191	-57962.352				
0.191	58877.879				
0.192	66438.872				
0.192	-51332.671				
0.192	-67496.464				
